"CASEID" "ASEID" "MCASEID" "dup"
"3094" 403301 1 4033 2
"3095" 403302 2 4033 2
"3096" 403501 1 4035 2
"3097" 403502 2 4035 2
"3098" 403701 1 4037 1
"3099" 403801 1 4038 2
"3100" 403802 2 4038 2
"3101" 404101 1 4041 3
"3102" 404102 2 4041 3
"3103" 404103 3 4041 3
"3104" 404501 1 4045 3
"3105" 404502 2 4045 3
"3106" 404503 3 4045 3
"3107" 404901 1 4049 4
"3108" 404902 2 4049 4
"3109" 404903 3 4049 4
"3110" 404904 4 4049 4
"3111" 405001 1 4050 3
"3112" 405002 2 4050 3
"3113" 405003 3 4050 3
"3114" 405101 1 4051 3
"3115" 405102 2 4051 3
"3116" 405103 3 4051 3
"3117" 405701 1 4057 3
"3118" 405702 2 4057 3
"3119" 405703 3 4057 3
"3120" 406001 1 4060 2
"3121" 406002 2 4060 2
"3122" 406503 3 4065 1
"3123" 406601 1 4066 2
"3124" 406602 2 4066 2
"3125" 407101 1 4071 1
"3126" 407701 1 4077 3
"3127" 407702 2 4077 3
"3128" 407703 3 4077 3
"3129" 407801 1 4078 1
"3130" 407901 1 4079 2
"3131" 407902 2 4079 2
"3132" 408401 1 4084 3
"3133" 408402 2 4084 3
"3134" 408403 3 4084 3
"3135" 408501 1 4085 1
"3136" 408901 1 4089 3
"3137" 408902 2 4089 3
"3138" 408903 3 4089 3
"3139" 409201 1 4092 1
"3140" 409401 1 4094 2
"3141" 409402 2 4094 2
"3142" 409501 1 4095 3
"3143" 409502 2 4095 3
"3144" 409503 3 4095 3
"3145" 409901 1 4099 1
"3146" 410801 1 4108 1
"3147" 410901 1 4109 2
"3148" 410902 2 4109 2
"3149" 411001 1 4110 2
"3150" 411002 2 4110 2
"3151" 411201 1 4112 1
"3152" 411501 1 4115 1
"3153" 412001 1 4120 2
"3154" 412002 2 4120 2
"3155" 412102 2 4121 2
"3156" 412103 3 4121 2
"3157" 412301 1 4123 3
"3158" 412302 2 4123 3
"3159" 412303 3 4123 3
"3160" 413201 1 4132 4
"3161" 413202 2 4132 4
"3162" 413203 3 4132 4
"3163" 413204 4 4132 4
"3164" 413301 1 4133 3
"3165" 413302 2 4133 3
"3166" 413303 3 4133 3
"3167" 413601 1 4136 3
"3168" 413602 2 4136 3
"3169" 413603 3 4136 3
"3170" 414201 1 4142 1
"3171" 414501 1 4145 1
"3172" 414801 1 4148 3
"3173" 414802 2 4148 3
"3174" 414803 3 4148 3
"3175" 414901 1 4149 2
"3176" 414902 2 4149 2
"3177" 415001 1 4150 1
"3178" 415101 1 4151 2
"3179" 415102 2 4151 2
"3180" 415301 1 4153 3
"3181" 415302 2 4153 3
"3182" 415303 3 4153 3
"3183" 415403 3 4154 1
"3184" 415701 1 4157 1
"3185" 416201 1 4162 1
"3186" 416301 1 4163 1
"3187" 416701 1 4167 2
"3188" 416702 2 4167 2
"3189" 417001 1 4170 3
"3190" 417002 2 4170 3
"3191" 417003 3 4170 3
"3192" 417701 1 4177 1
"3193" 417802 2 4178 2
"3194" 417803 3 4178 2
"3195" 417901 1 4179 3
"3196" 417902 2 4179 3
"3197" 417903 3 4179 3
"3198" 418001 1 4180 4
"3199" 418002 2 4180 4
"3200" 418003 3 4180 4
"3201" 418004 4 4180 4
"3202" 418201 1 4182 2
"3203" 418202 2 4182 2
"3204" 418402 2 4184 3
"3205" 418403 3 4184 3
"3206" 418404 4 4184 3
"3207" 418501 1 4185 2
"3208" 418502 2 4185 2
"3209" 418601 1 4186 2
"3210" 418602 2 4186 2
"3211" 418701 1 4187 2
"3212" 418702 2 4187 2
"3213" 419201 1 4192 2
"3214" 419202 2 4192 2
"3215" 419401 1 4194 3
"3216" 419402 2 4194 3
"3217" 419403 3 4194 3
"3218" 419502 2 4195 2
"3219" 419503 3 4195 2
"3220" 419701 1 4197 3
"3221" 419702 2 4197 3
"3222" 419703 3 4197 3
"3223" 419801 1 4198 1
"3224" 419902 2 4199 4
"3225" 419903 3 4199 4
"3226" 419904 4 4199 4
"3227" 419905 5 4199 4
"3228" 420001 1 4200 2
"3229" 420002 2 4200 2
"3230" 420301 1 4203 3
"3231" 420302 2 4203 3
"3232" 420303 3 4203 3
"3233" 420601 1 4206 2
"3234" 420602 2 4206 2
"3235" 420801 1 4208 1
"3236" 421001 1 4210 2
"3237" 421002 2 4210 2
"3238" 421201 1 4212 5
"3239" 421202 2 4212 5
"3240" 421203 3 4212 5
"3241" 421204 4 4212 5
"3242" 421205 5 4212 5
"3243" 421401 1 4214 2
"3244" 421402 2 4214 2
"3245" 421501 1 4215 1
"3246" 421802 2 4218 1
"3247" 421901 1 4219 1
"3248" 422001 1 4220 3
"3249" 422002 2 4220 3
"3250" 422003 3 4220 3
"3251" 422301 1 4223 2
"3252" 422302 2 4223 2
"3253" 422401 1 4224 2
"3254" 422402 2 4224 2
"3255" 422701 1 4227 2
"3256" 422702 2 4227 2
"3257" 422801 1 4228 1
"3258" 423101 1 4231 4
"3259" 423102 2 4231 4
"3260" 423103 3 4231 4
"3261" 423104 4 4231 4
"3262" 423201 1 4232 3
"3263" 423203 3 4232 3
"3264" 423204 4 4232 3
"3265" 423601 1 4236 2
"3266" 423602 2 4236 2
"3267" 424601 1 4246 3
"3268" 424602 2 4246 3
"3269" 424603 3 4246 3
"3270" 424901 1 4249 2
"3271" 424902 2 4249 2
"3272" 425002 2 4250 1
"3273" 425201 1 4252 2
"3274" 425202 2 4252 2
"3275" 425401 1 4254 3
"3276" 425402 2 4254 3
"3277" 425403 3 4254 3
"3278" 425601 1 4256 2
"3279" 425602 2 4256 2
"3280" 426202 2 4262 3
"3281" 426203 3 4262 3
"3282" 426204 4 4262 3
"3283" 426801 1 4268 1
"3284" 427001 1 4270 3
"3285" 427002 2 4270 3
"3286" 427003 3 4270 3
"3287" 427202 2 4272 1
"3288" 427401 1 4274 3
"3289" 427402 2 4274 3
"3290" 427403 3 4274 3
"3291" 427501 1 4275 2
"3292" 427502 2 4275 2
"3293" 427701 1 4277 3
"3294" 427702 2 4277 3
"3295" 427703 3 4277 3
"3296" 428001 1 4280 2
"3297" 428002 2 4280 2
"3298" 428101 1 4281 1
"3299" 428201 1 4282 3
"3300" 428202 2 4282 3
"3301" 428203 3 4282 3
"3302" 428301 1 4283 2
"3303" 428302 2 4283 2
"3304" 428401 1 4284 2
"3305" 428402 2 4284 2
"3306" 429001 1 4290 2
"3307" 429002 2 4290 2
"3308" 429101 1 4291 1
"3309" 429201 1 4292 1
"3310" 429401 1 4294 2
"3311" 429402 2 4294 2
"3312" 429501 1 4295 3
"3313" 429502 2 4295 3
"3314" 429503 3 4295 3
"3315" 429601 1 4296 2
"3316" 429602 2 4296 2
"3317" 430001 1 4300 1
"3318" 430401 1 4304 1
"3319" 430501 1 4305 2
"3320" 430502 2 4305 2
"3321" 430601 1 4306 1
"3322" 430801 1 4308 1
"3323" 431001 1 4310 3
"3324" 431002 2 4310 3
"3325" 431003 3 4310 3
"3326" 431901 1 4319 1
"3327" 432001 1 4320 1
"3328" 432301 1 4323 4
"3329" 432302 2 4323 4
"3330" 432303 3 4323 4
"3331" 432304 4 4323 4
"3332" 432501 1 4325 2
"3333" 432502 2 4325 2
"3334" 432601 1 4326 2
"3335" 432602 2 4326 2
"3336" 433701 1 4337 2
"3337" 433702 2 4337 2
"3338" 433901 1 4339 2
"3339" 433902 2 4339 2
"3340" 434101 1 4341 1
"3341" 434501 1 4345 1
"3342" 434601 1 4346 3
"3343" 434602 2 4346 3
"3344" 434603 3 4346 3
"3345" 435201 1 4352 2
"3346" 435202 2 4352 2
"3347" 435401 1 4354 1
"3348" 436601 1 4366 2
"3349" 436602 2 4366 2
"3350" 436701 1 4367 3
"3351" 436702 2 4367 3
"3352" 436703 3 4367 3
"3353" 436801 1 4368 2
"3354" 436802 2 4368 2
"3355" 437101 1 4371 2
"3356" 437102 2 4371 2
"3357" 437201 1 4372 1
"3358" 437301 1 4373 1
"3359" 437501 1 4375 1
"3360" 437601 1 4376 2
"3361" 437602 2 4376 2
"3362" 437801 1 4378 4
"3363" 437802 2 4378 4
"3364" 437803 3 4378 4
"3365" 437804 4 4378 4
"3366" 437901 1 4379 2
"3367" 437902 2 4379 2
"3368" 438301 1 4383 2
"3369" 438302 2 4383 2
"3370" 438601 1 4386 3
"3371" 438602 2 4386 3
"3372" 438603 3 4386 3
"3373" 439101 1 4391 4
"3374" 439102 2 4391 4
"3375" 439104 4 4391 4
"3376" 439105 5 4391 4
"3377" 439601 1 4396 2
"3378" 439602 2 4396 2
"3379" 440401 1 4404 2
"3380" 440402 2 4404 2
"3381" 441101 1 4411 2
"3382" 441102 2 4411 2
"3383" 441602 2 4416 5
"3384" 441603 3 4416 5
"3385" 441604 4 4416 5
"3386" 441605 5 4416 5
"3387" 441606 6 4416 5
"3388" 441703 3 4417 2
"3389" 441704 4 4417 2
"3390" 442301 1 4423 1
"3391" 442401 1 4424 1
"3392" 442801 1 4428 3
"3393" 442802 2 4428 3
"3394" 442803 3 4428 3
"3395" 443701 1 4437 2
"3396" 443702 2 4437 2
"3397" 443801 1 4438 1
"3398" 443901 1 4439 2
"3399" 443902 2 4439 2
"3400" 444501 1 4445 3
"3401" 444502 2 4445 3
"3402" 444503 3 4445 3
"3403" 444701 1 4447 3
"3404" 444702 2 4447 3
"3405" 444703 3 4447 3
"3406" 445001 1 4450 2
"3407" 445002 2 4450 2
"3408" 445101 1 4451 1
"3409" 445501 1 4455 1
"3410" 445601 1 4456 1
"3411" 445801 1 4458 1
"3412" 446401 1 4464 1
"3413" 446501 1 4465 3
"3414" 446502 2 4465 3
"3415" 446503 3 4465 3
"3416" 446901 1 4469 1
"3417" 447301 1 4473 4
"3418" 447302 2 4473 4
"3419" 447303 3 4473 4
"3420" 447304 4 4473 4
"3421" 447401 1 4474 2
"3422" 447402 2 4474 2
"3423" 447601 1 4476 1
"3424" 447801 1 4478 1
"3425" 447901 1 4479 2
"3426" 447902 2 4479 2
"3427" 448101 1 4481 3
"3428" 448102 2 4481 3
"3429" 448103 3 4481 3
"3430" 448201 1 4482 1
"3431" 448302 2 4483 6
"3432" 448303 3 4483 6
"3433" 448304 4 4483 6
"3434" 448305 5 4483 6
"3435" 448306 6 4483 6
"3436" 448307 7 4483 6
"3437" 448501 1 4485 2
"3438" 448502 2 4485 2
"3439" 448701 1 4487 2
"3440" 448702 2 4487 2
"3441" 448801 1 4488 1
"3442" 449001 1 4490 3
"3443" 449002 2 4490 3
"3444" 449003 3 4490 3
"3445" 449401 1 4494 1
"3446" 449501 1 4495 2
"3447" 449502 2 4495 2
"3448" 449601 1 4496 2
"3449" 449602 2 4496 2
"3450" 449902 2 4499 3
"3451" 449903 3 4499 3
"3452" 449904 4 4499 3
"3453" 450501 1 4505 1
"3454" 450601 1 4506 2
"3455" 450602 2 4506 2
"3456" 452301 1 4523 2
"3457" 452302 2 4523 2
"3458" 452501 1 4525 1
"3459" 452601 1 4526 2
"3460" 452602 2 4526 2
"3461" 452801 1 4528 1
"3462" 453301 1 4533 2
"3463" 453302 2 4533 2
"3464" 453401 1 4534 2
"3465" 453402 2 4534 2
"3466" 453601 1 4536 5
"3467" 453602 2 4536 5
"3468" 453603 3 4536 5
"3469" 453604 4 4536 5
"3470" 453605 5 4536 5
"3471" 453701 1 4537 5
"3472" 453702 2 4537 5
"3473" 453703 3 4537 5
"3474" 453704 4 4537 5
"3475" 453705 5 4537 5
"3476" 453801 1 4538 2
"3477" 453802 2 4538 2
"3478" 453901 1 4539 3
"3479" 453902 2 4539 3
"3480" 453903 3 4539 3
"3481" 454101 1 4541 2
"3482" 454102 2 4541 2
"3483" 454301 1 4543 2
"3484" 454302 2 4543 2
"3485" 454601 1 4546 1
"3486" 455101 1 4551 3
"3487" 455102 2 4551 3
"3488" 455103 3 4551 3
"3489" 455301 1 4553 3
"3490" 455302 2 4553 3
"3491" 455303 3 4553 3
"3492" 455701 1 4557 3
"3493" 455702 2 4557 3
"3494" 455703 3 4557 3
"3495" 456101 1 4561 2
"3496" 456102 2 4561 2
"3497" 456401 1 4564 1
"3498" 456501 1 4565 2
"3499" 456502 2 4565 2
"3500" 457001 1 4570 3
"3501" 457002 2 4570 3
"3502" 457003 3 4570 3
"3503" 457101 1 4571 2
"3504" 457102 2 4571 2
"3505" 457801 1 4578 1
"3506" 458001 1 4580 1
"3507" 458101 1 4581 2
"3508" 458102 2 4581 2
"3509" 458201 1 4582 2
"3510" 458202 2 4582 2
"3511" 458401 1 4584 2
"3512" 458402 2 4584 2
"3513" 458501 1 4585 1
"3514" 458901 1 4589 2
"3515" 458902 2 4589 2
"3516" 459001 1 4590 2
"3517" 459002 2 4590 2
"3518" 459201 1 4592 2
"3519" 459202 2 4592 2
"3520" 459301 1 4593 1
"3521" 459401 1 4594 2
"3522" 459402 2 4594 2
"3523" 460001 1 4600 2
"3524" 460002 2 4600 2
"3525" 460201 1 4602 2
"3526" 460202 2 4602 2
"3527" 461301 1 4613 1
"3528" 461401 1 4614 2
"3529" 461402 2 4614 2
"3530" 461801 1 4618 2
"3531" 461802 2 4618 2
"3532" 462202 2 4622 1
"3533" 462501 1 4625 2
"3534" 462502 2 4625 2
"3535" 463101 1 4631 4
"3536" 463102 2 4631 4
"3537" 463103 3 4631 4
"3538" 463104 4 4631 4
"3539" 463201 1 4632 2
"3540" 463202 2 4632 2
"3541" 463701 1 4637 3
"3542" 463702 2 4637 3
"3543" 463703 3 4637 3
"3544" 463801 1 4638 4
"3545" 463802 2 4638 4
"3546" 463803 3 4638 4
"3547" 463804 4 4638 4
"3548" 464101 1 4641 3
"3549" 464102 2 4641 3
"3550" 464103 3 4641 3
"3551" 464501 1 4645 2
"3552" 464502 2 4645 2
"3553" 465101 1 4651 2
"3554" 465102 2 4651 2
"3555" 465701 1 4657 3
"3556" 465702 2 4657 3
"3557" 465703 3 4657 3
"3558" 466201 1 4662 3
"3559" 466202 2 4662 3
"3560" 466203 3 4662 3
"3561" 466301 1 4663 1
"3562" 466402 2 4664 1
"3563" 466501 1 4665 1
"3564" 467001 1 4670 3
"3565" 467002 2 4670 3
"3566" 467003 3 4670 3
"3567" 467201 1 4672 1
"3568" 467501 1 4675 1
"3569" 468301 1 4683 3
"3570" 468302 2 4683 3
"3571" 468303 3 4683 3
"3572" 468401 1 4684 2
"3573" 468402 2 4684 2
"3574" 468902 2 4689 1
"3575" 469001 1 4690 4
"3576" 469002 2 4690 4
"3577" 469003 3 4690 4
"3578" 469004 4 4690 4
"3579" 469201 1 4692 2
"3580" 469202 2 4692 2
"3581" 469601 1 4696 1
"3582" 470001 1 4700 2
"3583" 470002 2 4700 2
"3584" 470301 1 4703 2
"3585" 470302 2 4703 2
"3586" 470501 1 4705 2
"3587" 470502 2 4705 2
"3588" 470601 1 4706 2
"3589" 470602 2 4706 2
"3590" 471101 1 4711 3
"3591" 471102 2 4711 3
"3592" 471103 3 4711 3
"3593" 471301 1 4713 1
"3594" 471401 1 4714 3
"3595" 471402 2 4714 3
"3596" 471403 3 4714 3
"3597" 471701 1 4717 2
"3598" 471702 2 4717 2
"3599" 472301 1 4723 3
"3600" 472302 2 4723 3
"3601" 472303 3 4723 3
"3602" 472401 1 4724 2
"3603" 472402 2 4724 2
"3604" 472601 1 4726 4
"3605" 472602 2 4726 4
"3606" 472603 3 4726 4
"3607" 472604 4 4726 4
"3608" 472701 1 4727 1
"3609" 472801 1 4728 2
"3610" 472802 2 4728 2
"3611" 473001 1 4730 1
"3612" 473301 1 4733 3
"3613" 473302 2 4733 3
"3614" 473303 3 4733 3
"3615" 473401 1 4734 3
"3616" 473402 2 4734 3
"3617" 473403 3 4734 3
"3618" 473501 1 4735 3
"3619" 473502 2 4735 3
"3620" 473503 3 4735 3
"3621" 474102 2 4741 2
"3622" 474103 3 4741 2
"3623" 474501 1 4745 2
"3624" 474502 2 4745 2
"3625" 474601 1 4746 4
"3626" 474602 2 4746 4
"3627" 474603 3 4746 4
"3628" 474604 4 4746 4
"3629" 474901 1 4749 1
"3630" 475301 1 4753 2
"3631" 475302 2 4753 2
"3632" 475401 1 4754 1
"3633" 475701 1 4757 1
"3634" 476301 1 4763 2
"3635" 476302 2 4763 2
"3636" 476601 1 4766 1
"3637" 476804 4 4768 1
"3638" 477201 1 4772 1
"3639" 477401 1 4774 2
"3640" 477402 2 4774 2
"3641" 477702 2 4777 1
"3642" 478001 1 4780 2
"3643" 478002 2 4780 2
"3644" 478301 1 4783 2
"3645" 478302 2 4783 2
"3646" 478401 1 4784 3
"3647" 478402 2 4784 3
"3648" 478403 3 4784 3
"3649" 478501 1 4785 2
"3650" 478502 2 4785 2
"3651" 478701 1 4787 1
"3652" 479601 1 4796 2
"3653" 479602 2 4796 2
"3654" 479801 1 4798 1
"3655" 480102 2 4801 2
"3656" 480103 3 4801 2
"3657" 480201 1 4802 2
"3658" 480202 2 4802 2
"3659" 480301 1 4803 2
"3660" 480302 2 4803 2
"3661" 480401 1 4804 2
"3662" 480402 2 4804 2
"3663" 480901 1 4809 1
"3664" 481002 2 4810 2
"3665" 481003 3 4810 2
"3666" 481501 1 4815 2
"3667" 481502 2 4815 2
"3668" 481901 1 4819 2
"3669" 481902 2 4819 2
"3670" 482001 1 4820 2
"3671" 482002 2 4820 2
"3672" 482101 1 4821 2
"3673" 482102 2 4821 2
"3674" 482601 1 4826 2
"3675" 482602 2 4826 2
"3676" 483701 1 4837 2
"3677" 483702 2 4837 2
"3678" 483801 1 4838 2
"3679" 483802 2 4838 2
"3680" 483901 1 4839 2
"3681" 483902 2 4839 2
"3682" 484201 1 4842 4
"3683" 484202 2 4842 4
"3684" 484203 3 4842 4
"3685" 484204 4 4842 4
"3686" 484801 1 4848 2
"3687" 484802 2 4848 2
"3688" 484901 1 4849 1
"3689" 485201 1 4852 1
"3690" 486303 3 4863 1
"3691" 486401 1 4864 1
"3692" 486501 1 4865 2
"3693" 486502 2 4865 2
"3694" 486701 1 4867 1
"3695" 486901 1 4869 2
"3696" 486902 2 4869 2
"3697" 487001 1 4870 2
"3698" 487002 2 4870 2
"3699" 487101 1 4871 4
"3700" 487102 2 4871 4
"3701" 487103 3 4871 4
"3702" 487104 4 4871 4
"3703" 487301 1 4873 3
"3704" 487302 2 4873 3
"3705" 487303 3 4873 3
"3706" 487401 1 4874 2
"3707" 487402 2 4874 2
"3708" 487601 1 4876 2
"3709" 487602 2 4876 2
"3710" 488001 1 4880 2
"3711" 488002 2 4880 2
"3712" 488201 1 4882 2
"3713" 488202 2 4882 2
"3714" 488501 1 4885 3
"3715" 488502 2 4885 3
"3716" 488503 3 4885 3
"3717" 489301 1 4893 2
"3718" 489303 3 4893 2
"3719" 489901 1 4899 2
"3720" 489902 2 4899 2
"3721" 491001 1 4910 2
"3722" 491002 2 4910 2
"3723" 491901 1 4919 3
"3724" 491902 2 4919 3
"3725" 491903 3 4919 3
"3726" 492001 1 4920 3
"3727" 492002 2 4920 3
"3728" 492003 3 4920 3
"3729" 492201 1 4922 2
"3730" 492202 2 4922 2
"3731" 492501 1 4925 3
"3732" 492502 2 4925 3
"3733" 492503 3 4925 3
"3734" 492701 1 4927 3
"3735" 492702 2 4927 3
"3736" 492703 3 4927 3
"3737" 492801 1 4928 1
"3738" 493001 1 4930 3
"3739" 493002 2 4930 3
"3740" 493003 3 4930 3
"3741" 493301 1 4933 2
"3742" 493302 2 4933 2
"3743" 493401 1 4934 2
"3744" 493402 2 4934 2
"3745" 493801 1 4938 2
"3746" 493802 2 4938 2
"3747" 494701 1 4947 4
"3748" 494702 2 4947 4
"3749" 494703 3 4947 4
"3750" 494704 4 4947 4
"3751" 495002 2 4950 3
"3752" 495003 3 4950 3
"3753" 495004 4 4950 3
"3754" 495101 1 4951 1
"3755" 495201 1 4952 2
"3756" 495202 2 4952 2
"3757" 495301 1 4953 3
"3758" 495302 2 4953 3
"3759" 495304 4 4953 3
"3760" 495401 1 4954 4
"3761" 495402 2 4954 4
"3762" 495403 3 4954 4
"3763" 495404 4 4954 4
"3764" 495501 1 4955 2
"3765" 495502 2 4955 2
"3766" 495601 1 4956 3
"3767" 495602 2 4956 3
"3768" 495603 3 4956 3
"3769" 495702 2 4957 1
"3770" 495801 1 4958 1
"3771" 496201 1 4962 3
"3772" 496202 2 4962 3
"3773" 496203 3 4962 3
"3774" 497101 1 4971 1
"3775" 497201 1 4972 3
"3776" 497202 2 4972 3
"3777" 497203 3 4972 3
"3778" 497302 2 4973 4
"3779" 497303 3 4973 4
"3780" 497304 4 4973 4
"3781" 497305 5 4973 4
"3782" 497401 1 4974 4
"3783" 497402 2 4974 4
"3784" 497403 3 4974 4
"3785" 497404 4 4974 4
"3786" 497601 1 4976 2
"3787" 497602 2 4976 2
"3788" 497802 2 4978 1
"3789" 498101 1 4981 3
"3790" 498102 2 4981 3
"3791" 498103 3 4981 3
"3792" 498401 1 4984 1
"3793" 498701 1 4987 1
"3794" 498901 1 4989 2
"3795" 498902 2 4989 2
"3796" 499001 1 4990 3
"3797" 499002 2 4990 3
"3798" 499003 3 4990 3
"3799" 499101 1 4991 2
"3800" 499102 2 4991 2
"3801" 499301 1 4993 2
"3802" 499302 2 4993 2
"3803" 499501 1 4995 1
"3804" 499701 1 4997 3
"3805" 499702 2 4997 3
"3806" 499703 3 4997 3
"3807" 499901 1 4999 3
"3808" 499902 2 4999 3
"3809" 499903 3 4999 3
"3810" 500101 1 5001 3
"3811" 500102 2 5001 3
"3812" 500103 3 5001 3
"3813" 500201 1 5002 3
"3814" 500202 2 5002 3
"3815" 500203 3 5002 3
"3816" 501401 1 5014 2
"3817" 501402 2 5014 2
"3818" 501501 1 5015 2
"3819" 501502 2 5015 2
"3820" 501601 1 5016 1
"3821" 501901 1 5019 2
"3822" 501902 2 5019 2
"3823" 502301 1 5023 1
"3824" 502601 1 5026 2
"3825" 502602 2 5026 2
"3826" 502801 1 5028 2
"3827" 502802 2 5028 2
"3828" 503201 1 5032 1
"3829" 503501 1 5035 2
"3830" 503502 2 5035 2
"3831" 503701 1 5037 1
"3832" 504101 1 5041 2
"3833" 504102 2 5041 2
"3834" 504401 1 5044 1
"3835" 504501 1 5045 3
"3836" 504502 2 5045 3
"3837" 504503 3 5045 3
"3838" 504901 1 5049 3
"3839" 504902 2 5049 3
"3840" 504903 3 5049 3
"3841" 505901 1 5059 2
"3842" 505902 2 5059 2
"3843" 506101 1 5061 4
"3844" 506102 2 5061 4
"3845" 506103 3 5061 4
"3846" 506104 4 5061 4
"3847" 506301 1 5063 3
"3848" 506302 2 5063 3
"3849" 506303 3 5063 3
"3850" 506401 1 5064 4
"3851" 506402 2 5064 4
"3852" 506403 3 5064 4
"3853" 506404 4 5064 4
"3854" 506601 1 5066 2
"3855" 506602 2 5066 2
"3856" 506901 1 5069 2
"3857" 506902 2 5069 2
"3858" 507102 2 5071 1
"3859" 507401 1 5074 1
"3860" 508401 1 5084 1
"3861" 508501 1 5085 2
"3862" 508502 2 5085 2
"3863" 508801 1 5088 2
"3864" 508802 2 5088 2
"3865" 508901 1 5089 3
"3866" 508902 2 5089 3
"3867" 508903 3 5089 3
"3868" 509001 1 5090 1
"3869" 509101 1 5091 2
"3870" 509102 2 5091 2
"3871" 509601 1 5096 3
"3872" 509602 2 5096 3
"3873" 509603 3 5096 3
"3874" 509801 1 5098 2
"3875" 509802 2 5098 2
"3876" 509901 1 5099 2
"3877" 509902 2 5099 2
"3878" 510001 1 5100 2
"3879" 510002 2 5100 2
"3880" 510301 1 5103 2
"3881" 510302 2 5103 2
"3882" 510401 1 5104 2
"3883" 510402 2 5104 2
"3884" 510502 2 5105 2
"3885" 510503 3 5105 2
"3886" 510701 1 5107 3
"3887" 510702 2 5107 3
"3888" 510703 3 5107 3
"3889" 510801 1 5108 2
"3890" 510802 2 5108 2
"3891" 511001 1 5110 1
"3892" 511401 1 5114 1
"3893" 511501 1 5115 3
"3894" 511502 2 5115 3
"3895" 511503 3 5115 3
"3896" 511701 1 5117 3
"3897" 511702 2 5117 3
"3898" 511703 3 5117 3
"3899" 511901 1 5119 1
"3900" 512101 1 5121 3
"3901" 512102 2 5121 3
"3902" 512103 3 5121 3
"3903" 512301 1 5123 2
"3904" 512302 2 5123 2
"3905" 512501 1 5125 4
"3906" 512502 2 5125 4
"3907" 512503 3 5125 4
"3908" 512504 4 5125 4
"3909" 512701 1 5127 1
"3910" 513101 1 5131 2
"3911" 513102 2 5131 2
"3912" 513401 1 5134 5
"3913" 513402 2 5134 5
"3914" 513403 3 5134 5
"3915" 513404 4 5134 5
"3916" 513405 5 5134 5
"3917" 513501 1 5135 2
"3918" 513504 4 5135 2
"3919" 514201 1 5142 2
"3920" 514202 2 5142 2
"3921" 514301 1 5143 3
"3922" 514302 2 5143 3
"3923" 514303 3 5143 3
"3924" 514801 1 5148 2
"3925" 514802 2 5148 2
"3926" 515101 1 5151 2
"3927" 515102 2 5151 2
"3928" 515201 1 5152 3
"3929" 515202 2 5152 3
"3930" 515203 3 5152 3
"3931" 515301 1 5153 1
"3932" 515701 1 5157 1
"3933" 516201 1 5162 2
"3934" 516202 2 5162 2
"3935" 516301 1 5163 1
"3936" 516401 1 5164 2
"3937" 516402 2 5164 2
"3938" 517601 1 5176 2
"3939" 517602 2 5176 2
"3940" 517901 1 5179 1
"3941" 518001 1 5180 3
"3942" 518002 2 5180 3
"3943" 518003 3 5180 3
"3944" 518901 1 5189 2
"3945" 518902 2 5189 2
"3946" 519101 1 5191 2
"3947" 519102 2 5191 2
"3948" 519301 1 5193 1
"3949" 519501 1 5195 4
"3950" 519502 2 5195 4
"3951" 519503 3 5195 4
"3952" 519504 4 5195 4
"3953" 519801 1 5198 3
"3954" 519802 2 5198 3
"3955" 519803 3 5198 3
"3956" 519901 1 5199 2
"3957" 519902 2 5199 2
"3958" 520801 1 5208 2
"3959" 520803 3 5208 2
"3960" 520901 1 5209 2
"3961" 520902 2 5209 2
"3962" 521201 1 5212 2
"3963" 521202 2 5212 2
"3964" 521401 1 5214 2
"3965" 521402 2 5214 2
"3966" 521601 1 5216 4
"3967" 521602 2 5216 4
"3968" 521603 3 5216 4
"3969" 521604 4 5216 4
"3970" 521901 1 5219 3
"3971" 521902 2 5219 3
"3972" 521903 3 5219 3
"3973" 522401 1 5224 3
"3974" 522402 2 5224 3
"3975" 522403 3 5224 3
"3976" 523101 1 5231 2
"3977" 523102 2 5231 2
"3978" 523201 1 5232 3
"3979" 523202 2 5232 3
"3980" 523203 3 5232 3
"3981" 523301 1 5233 1
"3982" 523601 1 5236 2
"3983" 523602 2 5236 2
"3984" 524701 1 5247 2
"3985" 524702 2 5247 2
"3986" 525501 1 5255 1
"3987" 525601 1 5256 2
"3988" 525602 2 5256 2
"3989" 525801 1 5258 2
"3990" 525802 2 5258 2
"3991" 525901 1 5259 1
"3992" 526101 1 5261 2
"3993" 526102 2 5261 2
"3994" 526401 1 5264 2
"3995" 526402 2 5264 2
"3996" 526501 1 5265 1
"3997" 526801 1 5268 1
"3998" 527101 1 5271 3
"3999" 527102 2 5271 3
"4000" 527103 3 5271 3
"4001" 527201 1 5272 4
"4002" 527202 2 5272 4
"4003" 527203 3 5272 4
"4004" 527204 4 5272 4
"4005" 527701 1 5277 2
"4006" 527702 2 5277 2
"4007" 528001 1 5280 3
"4008" 528002 2 5280 3
"4009" 528003 3 5280 3
"4010" 528302 2 5283 3
"4011" 528303 3 5283 3
"4012" 528304 4 5283 3
"4013" 528501 1 5285 2
"4014" 528502 2 5285 2
"4015" 528601 1 5286 4
"4016" 528602 2 5286 4
"4017" 528603 3 5286 4
"4018" 528604 4 5286 4
"4019" 528801 1 5288 2
"4020" 528802 2 5288 2
"4021" 528901 1 5289 2
"4022" 528902 2 5289 2
"4023" 529001 1 5290 2
"4024" 529002 2 5290 2
