"CASEID" "ASEID" "MCASEID" "dup"
"6252" 821301 1 8213 2
"6253" 821302 2 8213 2
"6254" 821701 1 8217 2
"6255" 821702 2 8217 2
"6256" 822601 1 8226 3
"6257" 822602 2 8226 3
"6258" 822603 3 8226 3
"6259" 822701 1 8227 1
"6260" 823501 1 8235 4
"6261" 823502 2 8235 4
"6262" 823503 3 8235 4
"6263" 823504 4 8235 4
"6264" 823701 1 8237 3
"6265" 823702 2 8237 3
"6266" 823703 3 8237 3
"6267" 824302 2 8243 1
"6268" 825401 1 8254 1
"6269" 825701 1 8257 3
"6270" 825702 2 8257 3
"6271" 825703 3 8257 3
"6272" 825901 1 8259 3
"6273" 825902 2 8259 3
"6274" 825903 3 8259 3
"6275" 826001 1 8260 4
"6276" 826002 2 8260 4
"6277" 826003 3 8260 4
"6278" 826004 4 8260 4
"6279" 826101 1 8261 7
"6280" 826102 2 8261 7
"6281" 826103 3 8261 7
"6282" 826104 4 8261 7
"6283" 826105 5 8261 7
"6284" 826106 6 8261 7
"6285" 826107 7 8261 7
"6286" 826201 1 8262 3
"6287" 826202 2 8262 3
"6288" 826203 3 8262 3
"6289" 826401 1 8264 4
"6290" 826402 2 8264 4
"6291" 826403 3 8264 4
"6292" 826404 4 8264 4
"6293" 826501 1 8265 5
"6294" 826502 2 8265 5
"6295" 826503 3 8265 5
"6296" 826504 4 8265 5
"6297" 826505 5 8265 5
"6298" 826901 1 8269 6
"6299" 826902 2 8269 6
"6300" 826903 3 8269 6
"6301" 826904 4 8269 6
"6302" 826905 5 8269 6
"6303" 826906 6 8269 6
"6304" 827101 1 8271 1
"6305" 827301 1 8273 5
"6306" 827302 2 8273 5
"6307" 827303 3 8273 5
"6308" 827304 4 8273 5
"6309" 827305 5 8273 5
"6310" 827601 1 8276 2
"6311" 827602 2 8276 2
"6312" 827901 1 8279 2
"6313" 827902 2 8279 2
"6314" 828301 1 8283 3
"6315" 828302 2 8283 3
"6316" 828303 3 8283 3
"6317" 828601 1 8286 4
"6318" 828602 2 8286 4
"6319" 828603 3 8286 4
"6320" 828604 4 8286 4
"6321" 828702 2 8287 2
"6322" 828703 3 8287 2
"6323" 828901 1 8289 6
"6324" 828902 2 8289 6
"6325" 828903 3 8289 6
"6326" 828904 4 8289 6
"6327" 828905 5 8289 6
"6328" 828906 6 8289 6
"6329" 829401 1 8294 3
"6330" 829402 2 8294 3
"6331" 829403 3 8294 3
"6332" 829601 1 8296 5
"6333" 829602 2 8296 5
"6334" 829603 3 8296 5
"6335" 829604 4 8296 5
"6336" 829606 6 8296 5
"6337" 829801 1 8298 4
"6338" 829802 2 8298 4
"6339" 829803 3 8298 4
"6340" 829804 4 8298 4
"6341" 830501 1 8305 9
"6342" 830502 2 8305 9
"6343" 830503 3 8305 9
"6344" 830504 4 8305 9
"6345" 830505 5 8305 9
"6346" 830506 6 8305 9
"6347" 830507 7 8305 9
"6348" 830508 8 8305 9
"6349" 830509 9 8305 9
"6350" 830901 1 8309 8
"6351" 830902 2 8309 8
"6352" 830903 3 8309 8
"6353" 830904 4 8309 8
"6354" 830905 5 8309 8
"6355" 830906 6 8309 8
"6356" 830907 7 8309 8
"6357" 830908 8 8309 8
"6358" 831203 3 8312 1
"6359" 831301 1 8313 1
"6360" 831501 1 8315 1
"6361" 831701 1 8317 2
"6362" 831702 2 8317 2
"6363" 831901 1 8319 2
"6364" 831902 2 8319 2
"6365" 832401 1 8324 1
"6366" 832901 1 8329 3
"6367" 832902 2 8329 3
"6368" 832903 3 8329 3
"6369" 833001 1 8330 2
"6370" 833002 2 8330 2
"6371" 833401 1 8334 2
"6372" 833402 2 8334 2
"6373" 833601 1 8336 2
"6374" 833602 2 8336 2
"6375" 833701 1 8337 2
"6376" 833702 2 8337 2
"6377" 834001 1 8340 2
"6378" 834002 2 8340 2
"6379" 834301 1 8343 5
"6380" 834302 2 8343 5
"6381" 834303 3 8343 5
"6382" 834304 4 8343 5
"6383" 834305 5 8343 5
"6384" 834501 1 8345 2
"6385" 834502 2 8345 2
"6386" 834601 1 8346 2
"6387" 834602 2 8346 2
"6388" 834901 1 8349 3
"6389" 834902 2 8349 3
"6390" 834904 4 8349 3
"6391" 835101 1 8351 2
"6392" 835103 3 8351 2
"6393" 835201 1 8352 3
"6394" 835202 2 8352 3
"6395" 835203 3 8352 3
"6396" 835301 1 8353 3
"6397" 835303 3 8353 3
"6398" 835304 4 8353 3
"6399" 835401 1 8354 2
"6400" 835402 2 8354 2
"6401" 835701 1 8357 4
"6402" 835702 2 8357 4
"6403" 835703 3 8357 4
"6404" 835704 4 8357 4
"6405" 835901 1 8359 5
"6406" 835902 2 8359 5
"6407" 835903 3 8359 5
"6408" 835904 4 8359 5
"6409" 835905 5 8359 5
"6410" 836701 1 8367 1
"6411" 837301 1 8373 1
"6412" 837401 1 8374 2
"6413" 837402 2 8374 2
"6414" 837501 1 8375 4
"6415" 837502 2 8375 4
"6416" 837503 3 8375 4
"6417" 837504 4 8375 4
"6418" 837601 1 8376 5
"6419" 837602 2 8376 5
"6420" 837603 3 8376 5
"6421" 837604 4 8376 5
"6422" 837605 5 8376 5
"6423" 837701 1 8377 2
"6424" 837702 2 8377 2
"6425" 838301 1 8383 2
"6426" 838302 2 8383 2
"6427" 838701 1 8387 1
"6428" 838901 1 8389 3
"6429" 838902 2 8389 3
"6430" 838903 3 8389 3
"6431" 839101 1 8391 3
"6432" 839102 2 8391 3
"6433" 839103 3 8391 3
"6434" 839301 1 8393 4
"6435" 839302 2 8393 4
"6436" 839303 3 8393 4
"6437" 839304 4 8393 4
"6438" 839501 1 8395 3
"6439" 839502 2 8395 3
"6440" 839503 3 8395 3
"6441" 839801 1 8398 1
"6442" 840101 1 8401 2
"6443" 840102 2 8401 2
"6444" 840401 1 8404 1
"6445" 840501 1 8405 2
"6446" 840502 2 8405 2
"6447" 840701 1 8407 3
"6448" 840702 2 8407 3
"6449" 840703 3 8407 3
"6450" 840801 1 8408 3
"6451" 840802 2 8408 3
"6452" 840803 3 8408 3
"6453" 841301 1 8413 2
"6454" 841302 2 8413 2
"6455" 841601 1 8416 2
"6456" 841602 2 8416 2
"6457" 841701 1 8417 3
"6458" 841702 2 8417 3
"6459" 841703 3 8417 3
"6460" 842201 1 8422 4
"6461" 842202 2 8422 4
"6462" 842203 3 8422 4
"6463" 842204 4 8422 4
"6464" 842401 1 8424 1
"6465" 842801 1 8428 1
"6466" 842901 1 8429 1
"6467" 843001 1 8430 1
"6468" 843201 1 8432 2
"6469" 843202 2 8432 2
"6470" 843401 1 8434 2
"6471" 843402 2 8434 2
"6472" 845501 1 8455 1
"6473" 845701 1 8457 1
"6474" 846002 2 8460 2
"6475" 846003 3 8460 2
"6476" 846301 1 8463 1
"6477" 847301 1 8473 2
"6478" 847302 2 8473 2
"6479" 847501 1 8475 2
"6480" 847502 2 8475 2
"6481" 847701 1 8477 2
"6482" 847702 2 8477 2
"6483" 847901 1 8479 2
"6484" 847902 2 8479 2
"6485" 848001 1 8480 3
"6486" 848002 2 8480 3
"6487" 848003 3 8480 3
"6488" 848201 1 8482 2
"6489" 848202 2 8482 2
"6490" 848301 1 8483 2
"6491" 848302 2 8483 2
"6492" 848401 1 8484 2
"6493" 848402 2 8484 2
"6494" 848801 1 8488 4
"6495" 848802 2 8488 4
"6496" 848803 3 8488 4
"6497" 848804 4 8488 4
"6498" 849001 1 8490 2
"6499" 849002 2 8490 2
"6500" 849102 2 8491 1
"6501" 849202 2 8492 2
"6502" 849203 3 8492 2
"6503" 849301 1 8493 2
"6504" 849302 2 8493 2
"6505" 849401 1 8494 3
"6506" 849402 2 8494 3
"6507" 849403 3 8494 3
"6508" 850001 1 8500 2
"6509" 850002 2 8500 2
"6510" 850201 1 8502 3
"6511" 850202 2 8502 3
"6512" 850203 3 8502 3
"6513" 850301 1 8503 2
"6514" 850302 2 8503 2
"6515" 850501 1 8505 3
"6516" 850502 2 8505 3
"6517" 850503 3 8505 3
"6518" 851001 1 8510 4
"6519" 851002 2 8510 4
"6520" 851003 3 8510 4
"6521" 851004 4 8510 4
"6522" 851302 2 8513 1
"6523" 851401 1 8514 1
"6524" 851901 1 8519 2
"6525" 851902 2 8519 2
"6526" 852202 2 8522 1
"6527" 853102 2 8531 2
"6528" 853103 3 8531 2
"6529" 853201 1 8532 3
"6530" 853202 2 8532 3
"6531" 853203 3 8532 3
"6532" 853901 1 8539 3
"6533" 853902 2 8539 3
"6534" 853903 3 8539 3
"6535" 854001 1 8540 3
"6536" 854002 2 8540 3
"6537" 854003 3 8540 3
"6538" 854201 1 8542 1
"6539" 854601 1 8546 1
"6540" 854901 1 8549 2
"6541" 854902 2 8549 2
"6542" 855301 1 8553 2
"6543" 855302 2 8553 2
"6544" 855701 1 8557 1
"6545" 855801 1 8558 2
"6546" 855802 2 8558 2
"6547" 856101 1 8561 4
"6548" 856102 2 8561 4
"6549" 856103 3 8561 4
"6550" 856104 4 8561 4
"6551" 856601 1 8566 1
"6552" 856801 1 8568 1
"6553" 857001 1 8570 3
"6554" 857002 2 8570 3
"6555" 857003 3 8570 3
"6556" 857901 1 8579 4
"6557" 857902 2 8579 4
"6558" 857903 3 8579 4
"6559" 857904 4 8579 4
"6560" 858001 1 8580 3
"6561" 858002 2 8580 3
"6562" 858003 3 8580 3
"6563" 858301 1 8583 2
"6564" 858302 2 8583 2
"6565" 859001 1 8590 1
"6566" 859802 2 8598 5
"6567" 859803 3 8598 5
"6568" 859804 4 8598 5
"6569" 859805 5 8598 5
"6570" 859806 6 8598 5
"6571" 860001 1 8600 3
"6572" 860002 2 8600 3
"6573" 860003 3 8600 3
"6574" 860101 1 8601 2
"6575" 860102 2 8601 2
"6576" 861202 2 8612 1
"6577" 861301 1 8613 2
"6578" 861302 2 8613 2
"6579" 861501 1 8615 4
"6580" 861502 2 8615 4
"6581" 861503 3 8615 4
"6582" 861504 4 8615 4
"6583" 861801 1 8618 3
"6584" 861803 3 8618 3
"6585" 861804 4 8618 3
"6586" 861901 1 8619 1
"6587" 862201 1 8622 2
"6588" 862202 2 8622 2
"6589" 863101 1 8631 3
"6590" 863102 2 8631 3
"6591" 863103 3 8631 3
"6592" 863401 1 8634 5
"6593" 863402 2 8634 5
"6594" 863403 3 8634 5
"6595" 863404 4 8634 5
"6596" 863405 5 8634 5
"6597" 863601 1 8636 1
"6598" 863701 1 8637 1
"6599" 863801 1 8638 1
"6600" 863901 1 8639 2
"6601" 863902 2 8639 2
"6602" 864101 1 8641 1
"6603" 864201 1 8642 2
"6604" 864202 2 8642 2
"6605" 864301 1 8643 2
"6606" 864302 2 8643 2
"6607" 864801 1 8648 2
"6608" 864802 2 8648 2
"6609" 864901 1 8649 2
"6610" 864902 2 8649 2
"6611" 865201 1 8652 3
"6612" 865202 2 8652 3
"6613" 865203 3 8652 3
"6614" 865801 1 8658 2
"6615" 865802 2 8658 2
"6616" 866201 1 8662 5
"6617" 866202 2 8662 5
"6618" 866203 3 8662 5
"6619" 866205 5 8662 5
"6620" 866206 6 8662 5
"6621" 866401 1 8664 3
"6622" 866402 2 8664 3
"6623" 866403 3 8664 3
"6624" 866501 1 8665 2
"6625" 866502 2 8665 2
"6626" 866801 1 8668 1
"6627" 867301 1 8673 2
"6628" 867302 2 8673 2
"6629" 867403 3 8674 3
"6630" 867404 4 8674 3
"6631" 867405 5 8674 3
"6632" 867501 1 8675 3
"6633" 867502 2 8675 3
"6634" 867503 3 8675 3
"6635" 867901 1 8679 3
"6636" 867902 2 8679 3
"6637" 867903 3 8679 3
"6638" 868401 1 8684 1
"6639" 868501 1 8685 3
"6640" 868502 2 8685 3
"6641" 868503 3 8685 3
"6642" 869001 1 8690 4
"6643" 869002 2 8690 4
"6644" 869003 3 8690 4
"6645" 869004 4 8690 4
"6646" 869202 2 8692 3
"6647" 869203 3 8692 3
"6648" 869204 4 8692 3
"6649" 869301 1 8693 2
"6650" 869302 2 8693 2
"6651" 869401 1 8694 2
"6652" 869402 2 8694 2
"6653" 869501 1 8695 1
"6654" 869601 1 8696 4
"6655" 869602 2 8696 4
"6656" 869603 3 8696 4
"6657" 869604 4 8696 4
"6658" 869701 1 8697 1
"6659" 870101 1 8701 2
"6660" 870102 2 8701 2
"6661" 870501 1 8705 3
"6662" 870502 2 8705 3
"6663" 870503 3 8705 3
"6664" 870601 1 8706 4
"6665" 870602 2 8706 4
"6666" 870603 3 8706 4
"6667" 870604 4 8706 4
"6668" 870801 1 8708 3
"6669" 870802 2 8708 3
"6670" 870803 3 8708 3
"6671" 871401 1 8714 3
"6672" 871402 2 8714 3
"6673" 871403 3 8714 3
"6674" 871502 2 8715 2
"6675" 871503 3 8715 2
"6676" 873101 1 8731 1
"6677" 873301 1 8733 3
"6678" 873302 2 8733 3
"6679" 873303 3 8733 3
"6680" 874201 1 8742 1
"6681" 875701 1 8757 1
"6682" 875901 1 8759 2
"6683" 875902 2 8759 2
"6684" 876201 1 8762 2
"6685" 876202 2 8762 2
"6686" 876301 1 8763 1
"6687" 876601 1 8766 1
"6688" 877001 1 8770 1
"6689" 877201 1 8772 1
"6690" 877701 1 8777 1
"6691" 877902 2 8779 1
"6692" 878201 1 8782 2
"6693" 878202 2 8782 2
"6694" 878701 1 8787 3
"6695" 878702 2 8787 3
"6696" 878703 3 8787 3
"6697" 879401 1 8794 4
"6698" 879402 2 8794 4
"6699" 879403 3 8794 4
"6700" 879404 4 8794 4
"6701" 879501 1 8795 1
"6702" 880002 2 8800 1
"6703" 880101 1 8801 1
"6704" 880201 1 8802 1
"6705" 881601 1 8816 1
"6706" 881801 1 8818 2
"6707" 881802 2 8818 2
"6708" 883901 1 8839 1
"6709" 884001 1 8840 3
"6710" 884002 2 8840 3
"6711" 884003 3 8840 3
"6712" 884501 1 8845 1
"6713" 884701 1 8847 2
"6714" 884702 2 8847 2
"6715" 885301 1 8853 2
"6716" 885302 2 8853 2
"6717" 885401 1 8854 2
"6718" 885402 2 8854 2
"6719" 885801 1 8858 2
"6720" 885802 2 8858 2
"6721" 886101 1 8861 1
"6722" 886401 1 8864 2
"6723" 886402 2 8864 2
"6724" 886701 1 8867 3
"6725" 886702 2 8867 3
"6726" 886703 3 8867 3
"6727" 886901 1 8869 4
"6728" 886902 2 8869 4
"6729" 886903 3 8869 4
"6730" 886904 4 8869 4
"6731" 887001 1 8870 3
"6732" 887002 2 8870 3
"6733" 887003 3 8870 3
"6734" 887801 1 8878 2
"6735" 887802 2 8878 2
"6736" 888301 1 8883 2
"6737" 888302 2 8883 2
"6738" 888801 1 8888 2
"6739" 888802 2 8888 2
"6740" 888901 1 8889 3
"6741" 888902 2 8889 3
"6742" 888903 3 8889 3
"6743" 889001 1 8890 2
"6744" 889002 2 8890 2
"6745" 889502 2 8895 1
"6746" 889601 1 8896 2
"6747" 889602 2 8896 2
"6748" 889901 1 8899 1
"6749" 890001 1 8900 4
"6750" 890003 3 8900 4
"6751" 890004 4 8900 4
"6752" 890005 5 8900 4
"6753" 890401 1 8904 2
"6754" 890402 2 8904 2
"6755" 890901 1 8909 2
"6756" 890902 2 8909 2
"6757" 891001 1 8910 3
"6758" 891002 2 8910 3
"6759" 891003 3 8910 3
"6760" 891201 1 8912 2
"6761" 891202 2 8912 2
"6762" 891301 1 8913 1
"6763" 891601 1 8916 2
"6764" 891602 2 8916 2
"6765" 892001 1 8920 3
"6766" 892002 2 8920 3
"6767" 892003 3 8920 3
"6768" 892501 1 8925 3
"6769" 892502 2 8925 3
"6770" 892503 3 8925 3
"6771" 892601 1 8926 3
"6772" 892602 2 8926 3
"6773" 892603 3 8926 3
"6774" 892701 1 8927 2
"6775" 892702 2 8927 2
"6776" 893101 1 8931 1
"6777" 893201 1 8932 2
"6778" 893202 2 8932 2
"6779" 893401 1 8934 2
"6780" 893402 2 8934 2
"6781" 893801 1 8938 3
"6782" 893802 2 8938 3
"6783" 893803 3 8938 3
"6784" 893901 1 8939 2
"6785" 893902 2 8939 2
"6786" 894001 1 8940 3
"6787" 894002 2 8940 3
"6788" 894003 3 8940 3
"6789" 894201 1 8942 6
"6790" 894202 2 8942 6
"6791" 894203 3 8942 6
"6792" 894204 4 8942 6
"6793" 894205 5 8942 6
"6794" 894206 6 8942 6
"6795" 894403 3 8944 1
"6796" 894601 1 8946 2
"6797" 894602 2 8946 2
"6798" 894801 1 8948 5
"6799" 894802 2 8948 5
"6800" 894803 3 8948 5
"6801" 894804 4 8948 5
"6802" 894805 5 8948 5
"6803" 894901 1 8949 3
"6804" 894902 2 8949 3
"6805" 894903 3 8949 3
"6806" 895301 1 8953 3
"6807" 895302 2 8953 3
"6808" 895303 3 8953 3
"6809" 895501 1 8955 2
"6810" 895502 2 8955 2
"6811" 896001 1 8960 2
"6812" 896002 2 8960 2
"6813" 896201 1 8962 3
"6814" 896202 2 8962 3
"6815" 896203 3 8962 3
"6816" 896501 1 8965 2
"6817" 896502 2 8965 2
"6818" 896601 1 8966 2
"6819" 896602 2 8966 2
"6820" 896701 1 8967 3
"6821" 896702 2 8967 3
"6822" 896706 6 8967 3
"6823" 896904 4 8969 1
"6824" 897001 1 8970 1
"6825" 897401 1 8974 4
"6826" 897402 2 8974 4
"6827" 897403 3 8974 4
"6828" 897404 4 8974 4
"6829" 897701 1 8977 4
"6830" 897702 2 8977 4
"6831" 897703 3 8977 4
"6832" 897704 4 8977 4
"6833" 898201 1 8982 1
"6834" 898501 1 8985 2
"6835" 898502 2 8985 2
"6836" 899601 1 8996 3
"6837" 899602 2 8996 3
"6838" 899603 3 8996 3
"6839" 901201 1 9012 1
"6840" 901801 1 9018 1
"6841" 901901 1 9019 4
"6842" 901902 2 9019 4
"6843" 901903 3 9019 4
"6844" 901904 4 9019 4
"6845" 902301 1 9023 1
"6846" 902501 1 9025 1
"6847" 902901 1 9029 1
"6848" 903301 1 9033 2
"6849" 903302 2 9033 2
"6850" 903501 1 9035 3
"6851" 903502 2 9035 3
"6852" 903503 3 9035 3
"6853" 903701 1 9037 3
"6854" 903702 2 9037 3
"6855" 903703 3 9037 3
"6856" 903801 1 9038 2
"6857" 903802 2 9038 2
"6858" 904001 1 9040 3
"6859" 904002 2 9040 3
"6860" 904003 3 9040 3
"6861" 904501 1 9045 3
"6862" 904502 2 9045 3
"6863" 904503 3 9045 3
"6864" 904601 1 9046 1
"6865" 904802 2 9048 5
"6866" 904803 3 9048 5
"6867" 904804 4 9048 5
"6868" 904805 5 9048 5
"6869" 904806 6 9048 5
"6870" 905001 1 9050 3
"6871" 905002 2 9050 3
"6872" 905003 3 9050 3
"6873" 905301 1 9053 1
"6874" 905701 1 9057 4
"6875" 905702 2 9057 4
"6876" 905703 3 9057 4
"6877" 905704 4 9057 4
"6878" 906004 4 9060 2
"6879" 906005 5 9060 2
"6880" 906301 1 9063 2
"6881" 906302 2 9063 2
"6882" 906401 1 9064 4
"6883" 906402 2 9064 4
"6884" 906403 3 9064 4
"6885" 906404 4 9064 4
"6886" 906501 1 9065 2
"6887" 906502 2 9065 2
"6888" 906702 2 9067 2
"6889" 906703 3 9067 2
"6890" 907001 1 9070 3
"6891" 907002 2 9070 3
"6892" 907003 3 9070 3
"6893" 907401 1 9074 3
"6894" 907402 2 9074 3
"6895" 907403 3 9074 3
"6896" 908001 1 9080 3
"6897" 908002 2 9080 3
"6898" 908003 3 9080 3
"6899" 908101 1 9081 3
"6900" 908102 2 9081 3
"6901" 908103 3 9081 3
"6902" 908601 1 9086 1
"6903" 909201 1 9092 2
"6904" 909202 2 9092 2
"6905" 909501 1 9095 1
"6906" 910001 1 9100 3
"6907" 910002 2 9100 3
"6908" 910003 3 9100 3
"6909" 910101 1 9101 4
"6910" 910102 2 9101 4
"6911" 910103 3 9101 4
"6912" 910104 4 9101 4
"6913" 910401 1 9104 1
"6914" 910601 1 9106 1
"6915" 910801 1 9108 3
"6916" 910802 2 9108 3
"6917" 910803 3 9108 3
"6918" 910901 1 9109 3
"6919" 910902 2 9109 3
"6920" 910903 3 9109 3
"6921" 911501 1 9115 3
"6922" 911502 2 9115 3
"6923" 911503 3 9115 3
"6924" 911701 1 9117 2
"6925" 911702 2 9117 2
"6926" 912201 1 9122 1
"6927" 912401 1 9124 1
"6928" 913401 1 9134 2
"6929" 913402 2 9134 2
"6930" 914201 1 9142 1
"6931" 914401 1 9144 3
"6932" 914402 2 9144 3
"6933" 914403 3 9144 3
"6934" 914501 1 9145 1
"6935" 914801 1 9148 1
"6936" 915701 1 9157 3
"6937" 915702 2 9157 3
"6938" 915703 3 9157 3
"6939" 917101 1 9171 1
"6940" 917201 1 9172 1
"6941" 917301 1 9173 1
"6942" 917401 1 9174 1
"6943" 918001 1 9180 3
"6944" 918002 2 9180 3
"6945" 918003 3 9180 3
"6946" 918201 1 9182 3
"6947" 918202 2 9182 3
"6948" 918203 3 9182 3
"6949" 918301 1 9183 3
"6950" 918302 2 9183 3
"6951" 918303 3 9183 3
"6952" 918501 1 9185 1
"6953" 919201 1 9192 2
"6954" 919202 2 9192 2
"6955" 919301 1 9193 1
"6956" 919501 1 9195 1
"6957" 919901 1 9199 2
"6958" 919902 2 9199 2
"6959" 920101 1 9201 2
"6960" 920102 2 9201 2
"6961" 920501 1 9205 3
"6962" 920502 2 9205 3
"6963" 920503 3 9205 3
"6964" 920601 1 9206 2
"6965" 920602 2 9206 2
"6966" 921401 1 9214 4
"6967" 921402 2 9214 4
"6968" 921403 3 9214 4
"6969" 921404 4 9214 4
"6970" 922002 2 9220 1
"6971" 922301 1 9223 2
"6972" 922302 2 9223 2
"6973" 922801 1 9228 1
"6974" 922901 1 9229 3
"6975" 922902 2 9229 3
"6976" 922903 3 9229 3
"6977" 923301 1 9233 3
"6978" 923302 2 9233 3
"6979" 923303 3 9233 3
"6980" 923401 1 9234 2
"6981" 923402 2 9234 2
"6982" 924401 1 9244 1
"6983" 925201 1 9252 1
"6984" 925501 1 9255 4
"6985" 925502 2 9255 4
"6986" 925503 3 9255 4
"6987" 925504 4 9255 4
"6988" 925601 1 9256 2
"6989" 925602 2 9256 2
"6990" 925701 1 9257 2
"6991" 925702 2 9257 2
"6992" 925901 1 9259 2
"6993" 925902 2 9259 2
"6994" 926001 1 9260 2
"6995" 926002 2 9260 2
"6996" 926101 1 9261 2
"6997" 926102 2 9261 2
"6998" 926402 2 9264 2
"6999" 926403 3 9264 2
"7000" 927201 1 9272 3
"7001" 927202 2 9272 3
"7002" 927203 3 9272 3
"7003" 927301 1 9273 4
"7004" 927302 2 9273 4
"7005" 927303 3 9273 4
"7006" 927304 4 9273 4
"7007" 927402 2 9274 2
"7008" 927403 3 9274 2
"7009" 927502 2 9275 3
"7010" 927503 3 9275 3
"7011" 927504 4 9275 3
"7012" 927701 1 9277 3
"7013" 927702 2 9277 3
"7014" 927703 3 9277 3
"7015" 927801 1 9278 2
"7016" 927802 2 9278 2
"7017" 928101 1 9281 2
"7018" 928102 2 9281 2
"7019" 928401 1 9284 3
"7020" 928402 2 9284 3
"7021" 928403 3 9284 3
"7022" 928601 1 9286 2
"7023" 928602 2 9286 2
"7024" 928701 1 9287 4
"7025" 928702 2 9287 4
"7026" 928703 3 9287 4
"7027" 928704 4 9287 4
"7028" 929801 1 9298 4
"7029" 929803 3 9298 4
"7030" 929804 4 9298 4
"7031" 929805 5 9298 4
"7032" 930802 2 9308 6
"7033" 930803 3 9308 6
"7034" 930804 4 9308 6
"7035" 930805 5 9308 6
"7036" 930806 6 9308 6
"7037" 930807 7 9308 6
"7038" 931201 1 9312 4
"7039" 931202 2 9312 4
"7040" 931203 3 9312 4
"7041" 931204 4 9312 4
"7042" 931701 1 9317 4
"7043" 931702 2 9317 4
"7044" 931703 3 9317 4
"7045" 931704 4 9317 4
"7046" 931902 2 9319 2
"7047" 931903 3 9319 2
"7048" 932301 1 9323 1
"7049" 932501 1 9325 2
"7050" 932502 2 9325 2
"7051" 933301 1 9333 1
"7052" 933601 1 9336 1
"7053" 933701 1 9337 2
"7054" 933702 2 9337 2
"7055" 934001 1 9340 1
"7056" 934101 1 9341 2
"7057" 934102 2 9341 2
"7058" 934201 1 9342 1
"7059" 934402 2 9344 1
"7060" 934601 1 9346 1
"7061" 934702 2 9347 1
"7062" 934901 1 9349 4
"7063" 934902 2 9349 4
"7064" 934903 3 9349 4
"7065" 934904 4 9349 4
"7066" 935401 1 9354 3
"7067" 935402 2 9354 3
"7068" 935403 3 9354 3
"7069" 935901 1 9359 2
"7070" 935902 2 9359 2
"7071" 936001 1 9360 2
"7072" 936002 2 9360 2
"7073" 936301 1 9363 1
"7074" 936501 1 9365 1
"7075" 937101 1 9371 2
"7076" 937102 2 9371 2
"7077" 937401 1 9374 4
"7078" 937402 2 9374 4
"7079" 937403 3 9374 4
"7080" 937404 4 9374 4
"7081" 938001 1 9380 2
"7082" 938002 2 9380 2
"7083" 938101 1 9381 3
"7084" 938102 2 9381 3
"7085" 938103 3 9381 3
"7086" 938201 1 9382 5
"7087" 938202 2 9382 5
"7088" 938203 3 9382 5
"7089" 938204 4 9382 5
"7090" 938205 5 9382 5
"7091" 938301 1 9383 2
"7092" 938302 2 9383 2
"7093" 938401 1 9384 1
"7094" 938801 1 9388 3
"7095" 938802 2 9388 3
"7096" 938803 3 9388 3
"7097" 939201 1 9392 3
"7098" 939202 2 9392 3
"7099" 939203 3 9392 3
"7100" 939601 1 9396 3
"7101" 939602 2 9396 3
"7102" 939603 3 9396 3
"7103" 939701 1 9397 2
"7104" 939702 2 9397 2
"7105" 940101 1 9401 3
"7106" 940102 2 9401 3
"7107" 940103 3 9401 3
"7108" 940301 1 9403 1
"7109" 940801 1 9408 1
"7110" 941301 1 9413 2
"7111" 941302 2 9413 2
"7112" 941601 1 9416 2
"7113" 941602 2 9416 2
"7114" 942101 1 9421 2
"7115" 942102 2 9421 2
"7116" 942301 1 9423 3
"7117" 942302 2 9423 3
"7118" 942303 3 9423 3
"7119" 943201 1 9432 1
"7120" 943301 1 9433 2
"7121" 943302 2 9433 2
"7122" 943401 1 9434 2
"7123" 943402 2 9434 2
"7124" 944101 1 9441 3
"7125" 944103 3 9441 3
"7126" 944104 4 9441 3
"7127" 944601 1 9446 2
"7128" 944602 2 9446 2
"7129" 947302 2 9473 4
"7130" 947303 3 9473 4
"7131" 947304 4 9473 4
"7132" 947305 5 9473 4
"7133" 947601 1 9476 1
"7134" 948201 1 9482 3
"7135" 948202 2 9482 3
"7136" 948203 3 9482 3
"7137" 948301 1 9483 1
"7138" 948501 1 9485 1
"7139" 948701 1 9487 2
"7140" 948702 2 9487 2
"7141" 949802 2 9498 1
"7142" 949902 2 9499 1
"7143" 950401 1 9504 1
"7144" 951201 1 9512 1
"7145" 951501 1 9515 2
"7146" 951502 2 9515 2
"7147" 951601 1 9516 5
"7148" 951602 2 9516 5
"7149" 951603 3 9516 5
"7150" 951604 4 9516 5
"7151" 951605 5 9516 5
"7152" 951701 1 9517 2
"7153" 951702 2 9517 2
"7154" 952101 1 9521 3
"7155" 952102 2 9521 3
"7156" 952103 3 9521 3
"7157" 952201 1 9522 1
"7158" 952301 1 9523 6
"7159" 952303 3 9523 6
"7160" 952304 4 9523 6
"7161" 952305 5 9523 6
"7162" 952306 6 9523 6
"7163" 952307 7 9523 6
"7164" 952501 1 9525 1
"7165" 952901 1 9529 3
"7166" 952902 2 9529 3
"7167" 952903 3 9529 3
"7168" 953001 1 9530 1
"7169" 953201 1 9532 1
"7170" 953601 1 9536 2
"7171" 953602 2 9536 2
"7172" 953702 2 9537 3
"7173" 953703 3 9537 3
"7174" 953704 4 9537 3
"7175" 954101 1 9541 1
"7176" 954201 1 9542 2
"7177" 954202 2 9542 2
"7178" 955401 1 9554 3
"7179" 955402 2 9554 3
"7180" 955403 3 9554 3
"7181" 955601 1 9556 2
"7182" 955602 2 9556 2
