"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"9141" 928402 2 -2.163 0.543 9284 14 0 4
"9142" 928403 3 -0.986 0.543 9284 NA 0 4
"9143" 928404 NA NA NA 9284 NA 0 4
"9144" 928601 1 -0.028 0.543 9286 16 0 2
"9145" 928602 2 0.068 0.543 9286 15 1 2
"9146" 928701 1 -0.68 0.543 9287 15 0 4
"9147" 928702 2 -0.868 0.543 9287 15 0 4
"9148" 928703 3 -0.761 0.573 9287 NA 0 4
"9149" 928704 4 -1.324 0.543 9287 17 0 4
"9150" 929801 1 1.095 0.573 9298 NA 0 5
"9151" 929802 NA NA NA 9298 NA 0 5
"9152" 929803 3 2.243 0.543 9298 15 0 5
"9153" 929804 4 -0.648 0.543 9298 NA 0 5
"9154" 929805 5 -0.385 0.543 9298 NA 0 5
"9155" 930801 NA NA NA 9308 NA 0 7
"9156" 930802 2 1.495 0.543 9308 15 0 7
"9157" 930803 3 1.702 0.543 9308 16 0 7
"9158" 930804 4 0.59 0.543 9308 NA 0 7
"9159" 930805 5 2.393 0.543 9308 NA 0 7
"9160" 930806 6 -1.044 0.543 9308 NA 0 7
"9161" 930807 7 0.789 0.543 9308 NA 0 7
"9162" 931201 1 -0.442 0.543 9312 16 0 4
"9163" 931202 2 1.168 0.543 9312 12 0 4
"9164" 931203 3 -3.221 0.698 9312 NA 1 4
"9165" 931204 4 -4.416 0.698 9312 NA 1 4
"9166" 931701 1 0.936 0.543 9317 16 0 4
"9167" 931702 2 0.743 0.543 9317 16 0 4
"9168" 931703 3 -0.475 0.543 9317 NA 0 4
"9169" 931704 4 -0.671 0.573 9317 19 0 4
"9170" 931901 NA NA NA 9319 NA 0 3
"9171" 931902 2 1.772 0.543 9319 17 0 3
"9172" 931903 3 2.284 0.543 9319 NA 0 3
"9173" 932301 1 0.692 0.578 9323 14.5 0 1
"9174" 932501 1 0.312 0.543 9325 NA 0 2
"9175" 932502 2 -1.989 0.573 9325 15 0 2
"9176" 933001 NA NA NA 9330 NA 0 1
"9177" 933301 1 2.423 0.543 9333 16 0 1
"9178" 933601 1 -1.629 0.573 9336 13 0 1
"9179" 933701 1 -0.993 0.543 9337 14 0 2
"9180" 933702 2 0.096 0.543 9337 NA 0 2
"9181" 934001 1 -0.313 0.543 9340 17 0 1
"9182" 934101 1 -0.85 0.543 9341 17 0 2
"9183" 934102 2 -0.19 0.543 9341 19 0 2
"9184" 934201 1 -0.356 0.573 9342 17 0 2
"9185" 934202 NA NA NA 9342 NA 0 2
"9186" 934401 NA NA NA 9344 NA 0 2
"9187" 934402 2 0.506 0.543 9344 16 0 2
"9188" 934601 1 -1.439 1.052 9346 14.5 1 1
"9189" 934701 NA NA NA 9347 NA 0 2
"9190" 934702 2 0.54 0.543 9347 NA 0 2
"9191" 934901 1 0.513 0.646 9349 14.5 0 4
"9192" 934902 2 -2.421 0.543 9349 13 0 4
"9193" 934903 3 -1.368 0.573 9349 17 0 4
"9194" 934904 4 -0.803 0.543 9349 16 0 4
"9195" 935301 NA NA NA 9353 NA 0 2
"9196" 935302 NA NA NA 9353 NA 0 2
"9197" 935401 1 -2.914 0.543 9354 17 1 3
"9198" 935402 2 0.152 0.543 9354 NA 1 3
"9199" 935403 3 -0.214 0.543 9354 NA 0 3
"9200" 935501 NA NA NA 9355 15 0 1
"9201" 935901 1 0.783 0.543 9359 15 1 2
"9202" 935902 2 3.444 0.543 9359 17 0 2
"9203" 936001 1 2.034 0.543 9360 NA 0 2
"9204" 936002 2 1.129 0.543 9360 NA 0 2
"9205" 936301 1 0.055 0.543 9363 NA 0 1
"9206" 936501 1 1.994 0.543 9365 16 1 1
"9207" 936601 NA NA NA 9366 NA 1 2
"9208" 936602 NA NA NA 9366 NA 1 2
"9209" 937101 1 -1.635 0.555 9371 13 0 2
"9210" 937102 2 -1.408 0.543 9371 15 0 2
"9211" 937401 1 -1.59 0.543 9374 22 1 4
"9212" 937402 2 0.529 0.573 9374 21 0 4
"9213" 937403 3 0.129 0.543 9374 13 0 4
"9214" 937404 4 1.408 0.543 9374 17 0 4
"9215" 937801 NA NA NA 9378 NA 0 2
"9216" 937802 NA NA NA 9378 NA 0 2
"9217" 938001 1 0.894 0.543 9380 17 0 2
"9218" 938002 2 -0.862 0.573 9380 18 0 2
"9219" 938101 1 0.74 0.543 9381 15.5 0 3
"9220" 938102 2 -0.158 0.543 9381 19 0 3
"9221" 938103 3 0.848 0.543 9381 NA 0 3
"9222" 938201 1 -0.981 1.146 9382 NA 0 5
"9223" 938202 2 -1.056 0.543 9382 18 0 5
"9224" 938203 3 -0.61 0.543 9382 15 0 5
"9225" 938204 4 -0.472 0.543 9382 NA 0 5
"9226" 938205 5 0.254 0.543 9382 NA 0 5
"9227" 938301 1 -0.472 0.543 9383 15.5 0 2
"9228" 938302 2 -0.843 0.543 9383 16 0 2
"9229" 938401 1 -1.234 0.543 9384 15 0 1
"9230" 938801 1 0.327 0.543 9388 14 0 3
"9231" 938802 2 -0.565 0.543 9388 15 0 3
"9232" 938803 3 -0.622 0.543 9388 16 1 3
"9233" 939201 1 2.25 0.573 9392 19 0 3
"9234" 939202 2 0.405 0.543 9392 16 0 3
"9235" 939203 3 -3.273 0.543 9392 14 0 3
"9236" 939601 1 -2.094 0.543 9396 15 0 3
"9237" 939602 2 -1.146 0.543 9396 16 1 3
"9238" 939603 3 1.33 0.543 9396 NA 0 3
"9239" 939701 1 -1.118 0.543 9397 16 0 2
"9240" 939702 2 -1.992 0.543 9397 18 0 2
"9241" 940101 1 -0.396 0.573 9401 13 1 3
"9242" 940102 2 -2.032 0.543 9401 16 0 3
"9243" 940103 3 -0.345 0.573 9401 15 0 3
"9244" 940301 1 -1.654 0.543 9403 NA 1 2
"9245" 940302 NA NA NA 9403 NA 0 2
"9246" 940601 NA NA NA 9406 NA 0 1
"9247" 940801 1 1.523 0.543 9408 NA 0 3
"9248" 940802 NA NA NA 9408 NA 0 3
"9249" 940803 NA NA NA 9408 NA 0 3
"9250" 941301 1 -0.03 0.543 9413 13 0 2
"9251" 941302 2 -0.41 0.543 9413 15 0 2
"9252" 941601 1 -0.693 0.543 9416 14 0 2
"9253" 941602 2 2.593 0.543 9416 17 0 2
"9254" 942101 1 0.489 0.543 9421 16 0 2
"9255" 942102 2 -0.748 0.573 9421 17 0 2
"9256" 942301 1 -0.416 0.573 9423 NA 0 3
"9257" 942302 2 -2.695 0.573 9423 NA 0 3
"9258" 942303 3 1.212 0.543 9423 NA 1 3
"9259" 942901 NA NA NA 9429 NA 1 2
"9260" 942902 NA NA NA 9429 NA 0 2
"9261" 943001 NA NA NA 9430 NA 0 2
"9262" 943002 NA NA NA 9430 NA 0 2
"9263" 943201 1 -0.278 0.543 9432 NA 0 1
"9264" 943301 1 1.751 0.543 9433 12.5 0 2
"9265" 943302 2 -0.874 0.573 9433 16 0 2
"9266" 943401 1 -0.002 0.543 9434 17 0 2
"9267" 943402 2 0.272 0.543 9434 14 0 2
"9268" 944001 NA NA NA 9440 NA 0 2
"9269" 944002 NA NA NA 9440 NA 0 2
"9270" 944101 1 1.137 0.543 9441 NA 0 4
"9271" 944102 NA NA NA 9441 NA 0 4
"9272" 944103 3 1.295 0.573 9441 NA 1 4
"9273" 944104 4 0.524 0.543 9441 18 0 4
"9274" 944601 1 0.521 0.543 9446 18 0 2
"9275" 944602 2 -0.731 0.543 9446 14 0 2
"9276" 945201 NA NA NA 9452 NA 0 1
"9277" 945501 NA NA NA 9455 NA 1 2
"9278" 945502 NA NA NA 9455 NA 1 2
"9279" 945601 NA NA NA 9456 NA 0 1
"9280" 945901 NA NA NA 9459 NA 0 1
"9281" 946001 NA NA NA 9460 NA 0 1
"9282" 946101 NA NA NA 9461 NA 0 2
"9283" 946102 NA NA NA 9461 NA 0 2
"9284" 946401 NA NA NA 9464 NA 0 1
"9285" 946601 NA NA NA 9466 NA 0 2
"9286" 946602 NA NA NA 9466 NA 0 2
"9287" 946901 NA NA NA 9469 NA 0 1
"9288" 947301 NA NA NA 9473 NA 1 5
"9289" 947302 2 -0.865 0.543 9473 NA 0 5
"9290" 947303 3 -1.29 0.543 9473 NA 0 5
"9291" 947304 4 -0.33 0.555 9473 NA 0 5
"9292" 947305 5 0.448 0.573 9473 NA 1 5
"9293" 947601 1 0.511 0.573 9476 NA 0 2
"9294" 947602 NA NA NA 9476 NA 0 2
"9295" 947701 NA NA NA 9477 NA 0 3
"9296" 947702 NA NA NA 9477 NA 0 3
"9297" 947703 NA NA NA 9477 NA 0 3
"9298" 947901 NA NA NA 9479 NA 0 2
"9299" 947902 NA NA NA 9479 NA 0 2
"9300" 948201 1 -1.04 0.543 9482 NA 1 3
"9301" 948202 2 -2.927 0.543 9482 NA 0 3
"9302" 948203 3 -0.663 0.573 9482 NA 0 3
"9303" 948301 1 -3.962 0.543 9483 NA 1 2
"9304" 948302 NA NA NA 9483 15 0 2
"9305" 948501 1 -0.498 0.587 9485 NA 0 4
"9306" 948502 NA NA NA 9485 NA 0 4
"9307" 948503 NA NA NA 9485 NA 0 4
"9308" 948504 NA NA NA 9485 20 1 4
"9309" 948701 1 -0.682 0.543 9487 19 0 2
"9310" 948702 2 -0.692 0.543 9487 16 0 2
"9311" 948801 NA NA NA 9488 NA 0 3
"9312" 948802 NA NA NA 9488 NA 0 3
"9313" 948803 NA NA NA 9488 NA 0 3
"9314" 949201 NA NA NA 9492 NA 0 2
"9315" 949202 NA NA NA 9492 NA 0 2
"9316" 949601 NA NA NA 9496 NA 0 3
"9317" 949602 NA NA NA 9496 NA 1 3
"9318" 949603 NA NA NA 9496 NA 1 3
"9319" 949701 NA NA NA 9497 NA 0 2
"9320" 949702 NA NA NA 9497 NA 0 2
"9321" 949801 NA NA NA 9498 NA 0 5
"9322" 949802 2 -0.251 0.543 9498 NA 0 5
"9323" 949803 NA NA NA 9498 NA 0 5
"9324" 949804 NA NA NA 9498 NA 0 5
"9325" 949805 NA NA NA 9498 NA 0 5
"9326" 949901 NA NA NA 9499 NA 0 7
"9327" 949902 2 -1.082 0.573 9499 NA 0 7
"9328" 949903 NA NA NA 9499 NA 0 7
"9329" 949904 NA NA NA 9499 NA 0 7
"9330" 949905 NA NA NA 9499 NA 0 7
"9331" 949906 NA NA NA 9499 NA 0 7
"9332" 949907 NA NA NA 9499 NA 0 7
"9333" 950101 NA NA NA 9501 NA 0 1
"9334" 950401 1 1.269 0.573 9504 NA 0 1
"9335" 950701 NA NA NA 9507 NA 0 3
"9336" 950702 NA NA NA 9507 NA 0 3
"9337" 950703 NA NA NA 9507 NA 0 3
"9338" 951001 NA NA NA 9510 NA 0 1
"9339" 951201 1 -1.392 0.543 9512 17 0 2
"9340" 951202 NA NA NA 9512 15 1 2
"9341" 951501 1 -0.488 0.543 9515 NA 0 3
"9342" 951502 2 -2.111 0.698 9515 NA 0 3
"9343" 951503 NA NA NA 9515 NA 0 3
"9344" 951601 1 0.9 0.573 9516 17 0 5
"9345" 951602 2 -2.312 0.543 9516 13 0 5
"9346" 951603 3 -1.81 0.543 9516 14 0 5
"9347" 951604 4 -0.418 0.543 9516 16 0 5
"9348" 951605 5 -2.486 0.543 9516 15 0 5
"9349" 951701 1 0.016 0.543 9517 14 0 2
"9350" 951702 2 -0.006 0.543 9517 15.5 0 2
"9351" 952101 1 1.604 0.543 9521 16 0 3
"9352" 952102 2 0.901 0.573 9521 NA 0 3
"9353" 952103 3 0.604 0.573 9521 NA 1 3
"9354" 952201 1 -0.664 0.543 9522 NA 0 2
"9355" 952202 NA NA NA 9522 NA 0 2
"9356" 952301 1 0.53 0.543 9523 13 0 7
"9357" 952302 NA NA NA 9523 NA 0 7
"9358" 952303 3 -1.512 0.543 9523 14 0 7
"9359" 952304 4 0.014 0.543 9523 14 0 7
"9360" 952305 5 1.114 0.543 9523 14 0 7
"9361" 952306 6 -1.201 0.573 9523 15 0 7
"9362" 952307 7 -0.59 0.543 9523 NA 0 7
"9363" 952501 1 0.747 0.543 9525 NA 0 1
"9364" 952901 1 -1.859 1.402 9529 NA 0 4
"9365" 952902 2 -2.857 0.543 9529 17 0 4
"9366" 952903 3 -1.487 0.543 9529 15 0 4
"9367" 952904 NA NA NA 9529 NA 0 4
"9368" 953001 1 -0.493 0.573 9530 NA 0 2
"9369" 953002 NA NA NA 9530 NA 0 2
"9370" 953201 1 1.136 0.573 9532 18 1 3
"9371" 953202 NA NA NA 9532 NA 1 3
"9372" 953203 NA NA NA 9532 18 1 3
"9373" 953601 1 -1.277 0.543 9536 19 0 2
"9374" 953602 2 -1.523 0.543 9536 13 0 2
"9375" 953701 NA NA NA 9537 13 0 4
"9376" 953702 2 -3.747 0.543 9537 17 1 4
"9377" 953703 3 -2.875 0.543 9537 15 0 4
"9378" 953704 4 -1.34 0.543 9537 14 0 4
"9379" 954101 1 -4.998 0.646 9541 NA 0 1
"9380" 954201 1 0.645 0.573 9542 NA 0 4
"9381" 954202 2 -1.14 0.573 9542 16 0 4
"9382" 954203 NA NA NA 9542 NA 1 4
"9383" 954204 NA NA NA 9542 NA 0 4
"9384" 955401 1 -0.155 0.543 9554 15 0 3
"9385" 955402 2 -0.325 0.543 9554 15.5 0 3
"9386" 955403 3 0.221 0.543 9554 17 1 3
"9387" 955601 1 -2.802 0.646 9556 12.5 0 2
"9388" 955602 2 -0.731 0.543 9556 19 0 2
"9389" 955701 1 2.007 0.543 9557 16 0 2
"9390" 955702 2 -1.54 0.543 9557 22 0 2
"9391" 955801 1 -0.412 0.573 9558 15 0 2
"9392" 955802 2 -1.737 0.543 9558 14 0 2
"9393" 956001 1 -1.294 0.543 9560 14 0 1
"9394" 956401 NA NA NA 9564 NA 0 1
"9395" 956701 1 0.712 0.543 9567 14 0 2
"9396" 956702 2 -2.543 0.543 9567 16 0 2
"9397" 956801 1 -0.268 0.543 9568 15 0 3
"9398" 956802 2 0.747 0.543 9568 16 0 3
"9399" 956803 3 1.625 0.543 9568 16 0 3
"9400" 957401 1 -0.891 0.555 9574 17.5 0 2
"9401" 957402 2 -0.148 0.543 9574 14.5 0 2
"9402" 957501 1 0.576 0.578 9575 14.5 0 4
"9403" 957502 2 -0.669 0.543 9575 15 0 4
"9404" 957503 3 -0.844 0.543 9575 16 1 4
"9405" 957504 4 2.496 0.573 9575 NA 0 4
"9406" 957601 1 -1.221 0.543 9576 NA 0 3
"9407" 957602 2 -0.278 0.573 9576 NA 0 3
"9408" 957603 3 0.016 0.573 9576 NA 0 3
"9409" 957801 NA NA NA 9578 NA 0 6
"9410" 957802 NA NA NA 9578 NA 0 6
"9411" 957803 3 1.515 0.543 9578 NA 0 6
"9412" 957804 NA NA NA 9578 18 0 6
"9413" 957805 5 0.975 0.543 9578 NA 1 6
"9414" 957806 6 1.618 0.543 9578 13 0 6
"9415" 957901 1 0.205 0.573 9579 NA 0 2
"9416" 957902 2 2.193 0.573 9579 NA 0 2
"9417" 958201 1 1.849 0.573 9582 18 0 2
"9418" 958202 2 0.848 0.543 9582 17 0 2
"9419" 959301 NA NA NA 9593 NA 0 3
"9420" 959302 NA NA NA 9593 NA 0 3
"9421" 959303 NA NA NA 9593 NA 0 3
"9422" 959401 NA NA NA 9594 NA 0 2
"9423" 959402 NA NA NA 9594 NA 0 2
"9424" 959601 NA NA NA 9596 NA 0 2
"9425" 959602 NA NA NA 9596 NA 0 2
"9426" 959701 NA NA NA 9597 NA 0 1
"9427" 960201 NA NA NA 9602 NA 0 2
"9428" 960202 NA NA NA 9602 NA 0 2
"9429" 960401 NA NA NA 9604 NA 0 2
"9430" 960402 NA NA NA 9604 NA 0 2
"9431" 960801 1 -0.046 0.543 9608 NA 0 3
"9432" 960802 2 0.886 0.573 9608 NA 0 3
"9433" 960803 NA NA NA 9608 NA 0 3
"9434" 960901 1 -1.006 0.543 9609 15 0 1
"9435" 961001 NA NA NA 9610 NA 0 1
"9436" 961101 NA NA NA 9611 NA 0 2
"9437" 961102 NA NA NA 9611 NA 0 2
"9438" 961401 1 0.358 0.573 9614 NA 0 1
"9439" 961601 NA NA NA 9616 NA 0 3
"9440" 961602 NA NA NA 9616 NA 0 3
"9441" 961603 NA NA NA 9616 NA 0 3
"9442" 961901 1 1.903 0.543 9619 16 0 2
"9443" 961902 2 2.305 0.543 9619 17 0 2
"9444" 962001 1 1.212 0.543 9620 18 0 3
"9445" 962002 2 3.204 0.543 9620 15.5 1 3
"9446" 962003 3 1.497 0.543 9620 14 1 3
"9447" 962301 1 1.149 0.573 9623 NA 1 2
"9448" 962302 NA NA NA 9623 NA 0 2
"9449" 962701 1 0.658 0.543 9627 25 0 3
"9450" 962702 2 -2.431 0.543 9627 NA 1 3
"9451" 962703 3 -2.658 0.543 9627 19 0 3
"9452" 963101 NA NA NA 9631 NA 0 1
"9453" 963201 NA NA NA 9632 NA 0 3
"9454" 963202 NA NA NA 9632 NA 0 3
"9455" 963203 NA NA NA 9632 NA 0 3
"9456" 963301 1 -1.387 0.543 9633 NA 0 2
"9457" 963302 NA NA NA 9633 NA 0 2
"9458" 963501 1 1.438 0.543 9635 NA 0 2
"9459" 963502 2 1.081 0.573 9635 NA 0 2
"9460" 963701 1 1.019 0.543 9637 16 1 2
"9461" 963702 NA NA NA 9637 18 0 2
"9462" 964001 1 1.501 0.543 9640 17 0 2
"9463" 964002 2 0.815 0.573 9640 NA 0 2
"9464" 964101 1 0.346 0.543 9641 NA 0 2
"9465" 964102 2 1.503 0.543 9641 NA 0 2
"9466" 964401 1 0.936 0.573 9644 14 0 2
"9467" 964402 2 0.749 0.543 9644 15 0 2
"9468" 964701 NA NA NA 9647 NA 0 1
"9469" 964801 1 -2.368 0.543 9648 NA 0 4
"9470" 964802 2 -1.828 0.543 9648 NA 0 4
"9471" 964803 3 0.274 0.543 9648 16 0 4
"9472" 964804 4 -0.758 0.543 9648 15 0 4
"9473" 965201 1 -2.075 0.543 9652 NA 0 2
"9474" 965202 NA NA NA 9652 NA 0 2
"9475" 965501 1 -0.799 0.543 9655 NA 0 3
"9476" 965502 2 1.281 0.543 9655 16 0 3
"9477" 965503 3 -4.346 0.698 9655 NA 0 3
"9478" 965701 NA NA NA 9657 NA 0 1
"9479" 965901 1 2.367 0.543 9659 NA 0 1
"9480" 966001 1 1.702 0.543 9660 17 0 2
"9481" 966002 2 1.466 0.573 9660 14 0 2
"9482" 966101 1 0.232 0.543 9661 16 1 2
"9483" 966102 2 -1.909 0.543 9661 16 0 2
"9484" 966201 1 1.059 0.543 9662 NA 0 1
"9485" 967101 1 -0.577 0.543 9671 NA 0 4
"9486" 967102 2 -0.404 0.543 9671 NA 1 4
"9487" 967103 3 -0.066 0.573 9671 NA 0 4
"9488" 967104 4 1.614 0.573 9671 NA 0 4
"9489" 967201 NA NA NA 9672 NA 0 1
"9490" 967601 NA NA NA 9676 19 0 3
"9491" 967602 2 -0.551 0.543 9676 17 0 3
"9492" 967603 3 -0.494 0.543 9676 17 0 3
"9493" 968001 1 0.871 0.543 9680 NA 0 3
"9494" 968002 2 0.761 0.543 9680 17 0 3
"9495" 968003 3 0.086 0.543 9680 14 0 3
"9496" 968401 1 1.651 0.543 9684 17 1 2
"9497" 968402 2 3.081 0.543 9684 16 0 2
"9498" 968601 1 1.174 0.543 9686 16 0 2
"9499" 968602 2 -3.056 0.543 9686 NA 0 2
"9500" 969201 NA NA NA 9692 NA 0 2
"9501" 969202 NA NA NA 9692 NA 1 2
"9502" 970201 NA NA NA 9702 NA 0 1
"9503" 970401 NA NA NA 9704 NA 0 2
"9504" 970402 NA NA NA 9704 NA 0 2
"9505" 970501 NA NA NA 9705 NA 0 1
"9506" 970701 1 0.383 0.543 9707 NA 0 2
"9507" 970702 2 0.486 0.543 9707 16 0 2
"9508" 970901 NA NA NA 9709 NA 0 1
"9509" 971101 1 -0.178 0.543 9711 NA 0 2
"9510" 971102 2 -1.176 0.543 9711 NA 0 2
"9511" 971301 NA NA NA 9713 NA 0 1
"9512" 972201 NA NA NA 9722 NA 0 1
"9513" 973001 1 1.677 0.543 9730 NA 1 3
"9514" 973002 NA NA NA 9730 NA 0 3
"9515" 973003 NA NA NA 9730 NA 0 3
"9516" 973101 NA NA NA 9731 NA 0 1
"9517" 973301 NA NA NA 9733 NA 0 1
"9518" 973601 1 1.475 0.543 9736 NA 0 3
"9519" 973602 NA NA NA 9736 NA 0 3
"9520" 973603 NA NA NA 9736 NA 0 3
"9521" 974001 NA NA NA 9740 NA 0 2
"9522" 974002 NA NA NA 9740 NA 1 2
"9523" 974801 NA NA NA 9748 NA 0 2
"9524" 974802 NA NA NA 9748 NA 0 2
"9525" 975001 1 -1.101 0.543 9750 NA 0 3
"9526" 975002 NA NA NA 9750 NA 0 3
"9527" 975003 NA NA NA 9750 NA 0 3
"9528" 975301 1 -0.894 0.573 9753 NA 0 1
"9529" 975401 1 -0.438 0.543 9754 17 0 4
"9530" 975402 2 -0.061 0.543 9754 15 0 4
"9531" 975403 3 -1.218 0.543 9754 NA 1 4
"9532" 975404 4 -2.249 0.543 9754 15 0 4
"9533" 975501 1 0.741 0.543 9755 NA 0 2
"9534" 975502 2 -1.241 0.573 9755 NA 0 2
"9535" 975601 NA NA NA 9756 NA 0 2
"9536" 975602 2 -1.764 0.543 9756 NA 0 2
"9537" 975701 1 -1.31 0.543 9757 NA 0 2
"9538" 975702 2 0.614 0.543 9757 NA 0 2
"9539" 975801 1 -1.153 0.543 9758 20 0 3
"9540" 975802 2 -1.059 0.573 9758 14 0 3
"9541" 975803 NA NA NA 9758 17 0 3
"9542" 976301 NA NA NA 9763 NA 0 2
"9543" 976302 NA NA NA 9763 NA 0 2
"9544" 976501 1 1.367 0.543 9765 14 0 2
"9545" 976502 2 -0.124 0.543 9765 15 0 2
"9546" 976601 NA NA NA 9766 16 1 1
"9547" 976801 1 -1.333 0.543 9768 13.5 0 3
"9548" 976802 2 -0.984 0.543 9768 NA 0 3
"9549" 976803 3 -1.101 0.543 9768 18 0 3
"9550" 977201 1 -0.004 0.543 9772 NA 0 5
"9551" 977202 2 0.323 0.543 9772 18 1 5
"9552" 977203 3 1.431 0.573 9772 16 0 5
"9553" 977204 4 1.811 0.573 9772 18 0 5
"9554" 977205 5 1.854 0.573 9772 NA 0 5
"9555" 977401 NA NA NA 9774 NA 1 2
"9556" 977402 NA NA NA 9774 NA 1 2
"9557" 977801 1 -0.252 0.573 9778 17 1 3
"9558" 977802 2 3.856 0.543 9778 14 1 3
"9559" 977803 3 3.655 0.543 9778 13 0 3
"9560" 978401 1 1.671 0.543 9784 NA 0 3
"9561" 978402 2 0.917 0.543 9784 NA 1 3
"9562" 978403 3 1.24 0.543 9784 16 1 3
"9563" 978901 1 1.165 0.543 9789 15 0 3
"9564" 978902 2 0.928 0.543 9789 15 0 3
"9565" 978903 3 0.524 0.573 9789 14 0 3
"9566" 979001 1 0.885 0.543 9790 NA 0 3
"9567" 979002 2 1.066 0.573 9790 17 0 3
"9568" 979003 3 1.207 0.543 9790 17 0 3
"9569" 979501 NA NA NA 9795 NA 0 3
"9570" 979502 NA NA NA 9795 NA 0 3
"9571" 979503 NA NA NA 9795 NA 0 3
"9572" 979601 NA NA NA 9796 NA 1 4
"9573" 979602 NA NA NA 9796 NA 0 4
"9574" 979603 NA NA NA 9796 NA 0 4
"9575" 979604 NA NA NA 9796 NA 0 4
"9576" 979701 1 2.293 0.573 9797 NA 0 2
"9577" 979702 NA NA NA 9797 NA 0 2
"9578" 979801 NA NA NA 9798 NA 1 4
"9579" 979802 NA NA NA 9798 NA 1 4
"9580" 979803 NA NA NA 9798 NA 1 4
"9581" 979804 NA NA NA 9798 NA 1 4
"9582" 980701 1 -0.998 0.543 9807 NA 0 2
"9583" 980702 2 0.056 0.573 9807 NA 0 2
"9584" 980901 1 -0.935 0.543 9809 18 0 2
"9585" 980902 NA NA NA 9809 16 0 2
"9586" 981101 1 0.812 0.543 9811 20 0 2
"9587" 981102 2 0.676 0.543 9811 20 0 2
"9588" 981701 1 -1.548 0.543 9817 19 0 3
"9589" 981702 2 -2.134 0.543 9817 22 0 3
"9590" 981703 3 -1.838 0.543 9817 17 0 3
"9591" 982001 1 -0.84 0.543 9820 20 1 1
"9592" 982601 1 -1.817 0.543 9826 23 1 1
"9593" 982801 1 -2.096 0.543 9828 17 0 5
"9594" 982802 2 -3.456 0.543 9828 18 0 5
"9595" 982803 3 -3.316 0.543 9828 18 0 5
"9596" 982804 4 -2.683 0.543 9828 NA 0 5
"9597" 982805 5 -3.88 0.543 9828 NA 0 5
"9598" 983001 1 -0.328 0.543 9830 16 0 3
"9599" 983002 2 -1.673 0.543 9830 NA 0 3
"9600" 983003 3 -0.362 0.543 9830 NA 0 3
"9601" 983101 NA NA NA 9831 NA 0 2
"9602" 983102 NA NA NA 9831 NA 0 2
"9603" 983201 1 1.276 0.543 9832 NA 0 2
"9604" 983202 2 -0.48 0.543 9832 16 0 2
"9605" 983401 1 -2.761 0.578 9834 NA 0 3
"9606" 983402 2 -2.808 0.543 9834 NA 0 3
"9607" 983403 NA NA NA 9834 NA 0 3
"9608" 983701 1 -3.354 0.543 9837 NA 0 4
"9609" 983702 2 -1.244 0.543 9837 NA 0 4
"9610" 983703 3 1.254 0.543 9837 16 0 4
"9611" 983704 4 0.68 0.573 9837 NA 0 4
"9612" 983801 1 1.521 0.543 9838 15 0 4
"9613" 983802 2 -3.726 0.543 9838 19 1 4
"9614" 983803 3 -0.154 0.573 9838 18 1 4
"9615" 983804 4 -0.957 0.543 9838 16 0 4
"9616" 983901 1 -1.305 0.543 9839 17 0 3
"9617" 983902 2 0.425 0.543 9839 26 0 3
"9618" 983903 3 -0.441 0.543 9839 21 0 3
"9619" 984001 1 -1.809 0.543 9840 14 0 3
"9620" 984002 2 -0.561 0.543 9840 16 0 3
"9621" 984003 3 0.175 0.543 9840 15 0 3
"9622" 984401 1 -0.095 0.543 9844 16 1 5
"9623" 984402 2 -0.3 0.543 9844 17 0 5
"9624" 984403 3 0.684 0.543 9844 16 0 5
"9625" 984404 4 0.706 0.573 9844 13 0 5
"9626" 984405 5 0.449 0.543 9844 NA 1 5
"9627" 984501 1 -0.306 0.543 9845 15 0 3
"9628" 984502 2 -0.328 0.543 9845 19 0 3
"9629" 984503 3 -0.889 0.573 9845 15 1 3
"9630" 985101 NA NA NA 9851 NA 0 2
"9631" 985102 NA NA NA 9851 NA 0 2
"9632" 985201 1 -1.163 0.543 9852 16 1 1
"9633" 985501 1 2.826 0.543 9855 NA 0 2
"9634" 985502 2 1.554 0.543 9855 NA 0 2
"9635" 985801 1 1.278 0.543 9858 14.5 0 3
"9636" 985802 2 -2.471 0.543 9858 17 0 3
"9637" 985803 3 0.521 0.543 9858 16 0 3
"9638" 986101 NA NA NA 9861 NA 0 2
"9639" 986102 NA NA NA 9861 NA 0 2
"9640" 986201 1 0.151 0.543 9862 16 0 3
"9641" 986202 2 -0.892 0.543 9862 12 0 3
"9642" 986203 3 -1.458 0.543 9862 14 1 3
"9643" 986401 1 -1.269 0.543 9864 NA 0 2
"9644" 986402 2 -4.006 0.573 9864 NA 0 2
"9645" 986501 NA NA NA 9865 NA 0 7
"9646" 986502 NA NA NA 9865 NA 0 7
"9647" 986503 NA NA NA 9865 NA 0 7
"9648" 986504 NA NA NA 9865 NA 1 7
"9649" 986505 5 1.16 0.543 9865 16 1 7
"9650" 986506 6 -0.418 0.543 9865 NA 0 7
"9651" 986507 NA NA NA 9865 NA 0 7
"9652" 987001 1 -0.395 0.543 9870 14 0 3
"9653" 987002 2 0.624 0.543 9870 16 0 3
"9654" 987003 3 -1.166 0.543 9870 14 0 3
"9655" 987101 NA NA NA 9871 15.5 0 2
"9656" 987102 2 1.138 0.543 9871 17 1 2
