"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"8625" 875002 NA NA NA 8750 NA 0 2
"8626" 875601 NA NA NA 8756 NA 1 2
"8627" 875602 NA NA NA 8756 NA 0 2
"8628" 875701 1 1.388 0.573 8757 NA 0 4
"8629" 875702 NA NA NA 8757 NA 0 4
"8630" 875703 NA NA NA 8757 NA 0 4
"8631" 875704 NA NA NA 8757 NA 0 4
"8632" 875901 1 0.615 0.543 8759 22 1 2
"8633" 875902 2 0.295 0.543 8759 NA 0 2
"8634" 876201 1 -2.749 0.543 8762 NA 0 3
"8635" 876202 2 -3.784 0.543 8762 NA 0 3
"8636" 876203 NA NA NA 8762 NA 0 3
"8637" 876301 1 1.298 0.543 8763 NA 0 3
"8638" 876302 NA NA NA 8763 NA 0 3
"8639" 876303 NA NA NA 8763 NA 1 3
"8640" 876601 1 -0.318 0.573 8766 NA 0 1
"8641" 877001 1 0.017 0.587 8770 NA 0 2
"8642" 877002 NA NA NA 8770 NA 0 2
"8643" 877201 1 -1.984 0.543 8772 NA 0 2
"8644" 877202 NA NA NA 8772 NA 1 2
"8645" 877701 1 -0.576 0.707 8777 NA 0 2
"8646" 877702 NA NA NA 8777 NA 0 2
"8647" 877901 NA NA NA 8779 NA 0 4
"8648" 877902 2 0.973 0.543 8779 NA 0 4
"8649" 877903 NA NA NA 8779 NA 0 4
"8650" 877904 NA NA NA 8779 NA 0 4
"8651" 878201 1 1.219 0.543 8782 NA 0 2
"8652" 878202 2 2.19 0.543 8782 NA 0 2
"8653" 878301 NA NA NA 8783 NA 0 2
"8654" 878302 NA NA NA 8783 NA 0 2
"8655" 878701 1 -3.874 0.543 8787 16 0 3
"8656" 878702 2 -0.77 0.543 8787 14 0 3
"8657" 878703 3 -0.772 0.573 8787 15 0 3
"8658" 878801 NA NA NA 8788 NA 0 3
"8659" 878802 NA NA NA 8788 NA 0 3
"8660" 878803 NA NA NA 8788 NA 0 3
"8661" 879401 1 0.93 0.543 8794 15 0 4
"8662" 879402 2 0.718 0.543 8794 14.5 0 4
"8663" 879403 3 0.746 0.543 8794 16 0 4
"8664" 879404 4 0.042 0.543 8794 15 0 4
"8665" 879501 1 0.685 0.543 8795 NA 0 2
"8666" 879502 NA NA NA 8795 NA 0 2
"8667" 879701 NA NA NA 8797 NA 1 1
"8668" 879801 NA NA NA 8798 NA 0 2
"8669" 879802 NA NA NA 8798 NA 0 2
"8670" 879901 NA NA NA 8799 NA 0 2
"8671" 879902 NA NA NA 8799 NA 0 2
"8672" 880001 NA NA NA 8800 NA 0 2
"8673" 880002 2 1.159 0.543 8800 NA 0 2
"8674" 880101 1 -1.621 0.543 8801 NA 0 3
"8675" 880102 NA NA NA 8801 NA 0 3
"8676" 880103 NA NA NA 8801 NA 0 3
"8677" 880201 1 0.538 0.543 8802 NA 0 3
"8678" 880202 NA NA NA 8802 NA 0 3
"8679" 880203 NA NA NA 8802 NA 0 3
"8680" 881501 NA NA NA 8815 NA 0 2
"8681" 881502 NA NA NA 8815 NA 0 2
"8682" 881601 1 2.749 0.543 8816 NA 0 2
"8683" 881602 NA NA NA 8816 NA 0 2
"8684" 881801 1 -1.082 0.543 8818 18 0 2
"8685" 881802 2 -3.029 0.543 8818 16 0 2
"8686" 882101 NA NA NA 8821 NA 0 2
"8687" 882102 NA NA NA 8821 NA 0 2
"8688" 882501 NA NA NA 8825 NA 0 2
"8689" 882502 NA NA NA 8825 NA 0 2
"8690" 882601 NA NA NA 8826 NA 0 2
"8691" 882602 NA NA NA 8826 NA 0 2
"8692" 882801 NA NA NA 8828 NA 0 4
"8693" 882802 NA NA NA 8828 NA 0 4
"8694" 882803 NA NA NA 8828 NA 0 4
"8695" 882804 NA NA NA 8828 NA 0 4
"8696" 883001 NA NA NA 8830 NA 0 3
"8697" 883002 NA NA NA 8830 NA 0 3
"8698" 883003 NA NA NA 8830 NA 0 3
"8699" 883301 NA NA NA 8833 NA 0 2
"8700" 883302 NA NA NA 8833 NA 0 2
"8701" 883901 1 0.395 0.543 8839 NA 0 1
"8702" 884001 1 -0.243 0.543 8840 19 0 3
"8703" 884002 2 -0.319 0.543 8840 14.5 0 3
"8704" 884003 3 0.721 0.543 8840 NA 0 3
"8705" 884501 1 -0.552 0.573 8845 NA 0 3
"8706" 884502 NA NA NA 8845 NA 0 3
"8707" 884503 NA NA NA 8845 NA 0 3
"8708" 884701 1 -0.511 0.543 8847 NA 0 3
"8709" 884702 2 -0.336 0.573 8847 NA 0 3
"8710" 884703 NA NA NA 8847 NA 0 3
"8711" 884801 NA NA NA 8848 NA 0 3
"8712" 884802 NA NA NA 8848 NA 0 3
"8713" 884803 NA NA NA 8848 NA 0 3
"8714" 884901 NA NA NA 8849 NA 0 1
"8715" 885301 1 0.596 0.543 8853 18 0 2
"8716" 885302 2 0.502 0.573 8853 18 0 2
"8717" 885401 1 0.685 0.543 8854 16 0 3
"8718" 885402 2 -0.369 0.543 8854 NA 0 3
"8719" 885403 NA NA NA 8854 NA 0 3
"8720" 885801 1 0.599 0.543 8858 19 0 2
"8721" 885802 2 -2.682 0.543 8858 15 0 2
"8722" 886101 1 0.999 0.543 8861 15 0 2
"8723" 886102 NA NA NA 8861 15 0 2
"8724" 886401 1 2.28 0.543 8864 NA 0 2
"8725" 886402 2 0.762 0.573 8864 19 0 2
"8726" 886701 1 -0.472 0.543 8867 14 0 3
"8727" 886702 2 0.05 0.543 8867 NA 0 3
"8728" 886703 3 -0.585 0.543 8867 14 0 3
"8729" 886901 1 -1.221 1.084 8869 NA 0 4
"8730" 886902 2 -0.455 1.402 8869 17 1 4
"8731" 886903 3 -1.297 1.402 8869 14 0 4
"8732" 886904 4 -1.188 0.543 8869 18 0 4
"8733" 887001 1 -0.241 1.084 8870 NA 1 3
"8734" 887002 2 1.23 0.646 8870 13 0 3
"8735" 887003 3 0.877 0.698 8870 14 0 3
"8736" 887301 NA NA NA 8873 NA 0 1
"8737" 887801 1 1.352 0.543 8878 NA 0 2
"8738" 887802 2 1.351 0.573 8878 NA 0 2
"8739" 888301 1 1.217 0.543 8883 NA 0 2
"8740" 888302 2 2.484 0.543 8883 15 0 2
"8741" 888501 NA NA NA 8885 NA 0 2
"8742" 888502 NA NA NA 8885 NA 0 2
"8743" 888801 1 -0.309 0.543 8888 18 0 2
"8744" 888802 2 -2.399 0.543 8888 16 0 2
"8745" 888901 1 1.408 0.543 8889 16 0 3
"8746" 888902 2 -0.673 0.543 8889 17 0 3
"8747" 888903 3 0.618 0.543 8889 16 0 3
"8748" 889001 1 -1.187 0.543 8890 14 0 2
"8749" 889002 2 -0.921 0.543 8890 17 0 2
"8750" 889501 NA NA NA 8895 21 0 2
"8751" 889502 2 -0.189 0.543 8895 NA 0 2
"8752" 889601 1 0.893 0.543 8896 18 0 2
"8753" 889602 2 0.138 0.573 8896 NA 0 2
"8754" 889901 1 -1.491 0.543 8899 17 0 1
"8755" 890001 1 1.21 0.543 8900 21 1 5
"8756" 890002 NA NA NA 8900 16 0 5
"8757" 890003 3 0.992 0.543 8900 17 0 5
"8758" 890004 4 0.635 0.543 8900 15 0 5
"8759" 890005 5 1.054 0.573 8900 NA 0 5
"8760" 890201 NA NA NA 8902 NA 0 3
"8761" 890202 NA NA NA 8902 NA 0 3
"8762" 890203 NA NA NA 8902 NA 0 3
"8763" 890401 1 -0.179 0.543 8904 17 0 3
"8764" 890402 2 -0.808 0.543 8904 16 0 3
"8765" 890403 NA NA NA 8904 NA 0 3
"8766" 890901 1 1.263 0.543 8909 19 0 2
"8767" 890902 2 0.773 0.543 8909 18 0 2
"8768" 891001 1 0.651 0.543 8910 15 0 3
"8769" 891002 2 -0.189 0.573 8910 17 0 3
"8770" 891003 3 -0.007 0.543 8910 NA 1 3
"8771" 891201 1 -0.155 0.543 8912 19 0 2
"8772" 891202 2 0.261 0.543 8912 16 0 2
"8773" 891301 1 -1.308 0.543 8913 NA 0 1
"8774" 891601 1 0.193 0.543 8916 16 0 2
"8775" 891602 2 0.251 0.543 8916 17 0 2
"8776" 892001 1 -0.674 0.543 8920 16 0 3
"8777" 892002 2 -3.551 0.573 8920 12 0 3
"8778" 892003 3 -0.699 0.573 8920 NA 0 3
"8779" 892501 1 -2.666 0.543 8925 17 0 3
"8780" 892502 2 -1.254 0.543 8925 14 0 3
"8781" 892503 3 0.084 0.543 8925 NA 0 3
"8782" 892601 1 -0.081 0.543 8926 15 0 3
"8783" 892602 2 -2.385 0.543 8926 17 0 3
"8784" 892603 3 -0.658 0.543 8926 16 0 3
"8785" 892701 1 -0.572 0.573 8927 14 0 2
"8786" 892702 2 -0.548 0.543 8927 NA 0 2
"8787" 893101 1 1.308 0.543 8931 NA 0 1
"8788" 893201 1 0.428 0.543 8932 15 0 2
"8789" 893202 2 -1.271 0.543 8932 15 0 2
"8790" 893401 1 -1.527 0.543 8934 17 0 2
"8791" 893402 2 -1.262 0.543 8934 18 0 2
"8792" 893801 1 -1.405 0.543 8938 NA 0 3
"8793" 893802 2 -0.846 0.573 8938 17 1 3
"8794" 893803 3 -2.517 0.573 8938 15 0 3
"8795" 893901 1 2.354 0.543 8939 20 0 2
"8796" 893902 2 -2.124 0.543 8939 15 0 2
"8797" 894001 1 -1.756 0.543 8940 16 0 3
"8798" 894002 2 -2.882 0.543 8940 15 0 3
"8799" 894003 3 -0.99 0.573 8940 NA 0 3
"8800" 894201 1 -0.133 0.543 8942 NA 1 6
"8801" 894202 2 0.385 0.543 8942 14 0 6
"8802" 894203 3 1.237 0.573 8942 NA 0 6
"8803" 894204 4 1.519 0.543 8942 NA 0 6
"8804" 894205 5 1.377 0.573 8942 NA 0 6
"8805" 894206 6 1.118 0.543 8942 NA 0 6
"8806" 894401 NA NA NA 8944 16 0 3
"8807" 894402 NA NA NA 8944 17 0 3
"8808" 894403 3 0.635 0.543 8944 NA 0 3
"8809" 894601 1 -1.045 0.543 8946 16 0 2
"8810" 894602 2 -2.27 0.543 8946 21 0 2
"8811" 894801 1 -1.213 0.543 8948 17 1 5
"8812" 894802 2 -0.926 0.543 8948 16 0 5
"8813" 894803 3 -2.212 0.573 8948 17 0 5
"8814" 894804 4 -0.143 0.573 8948 NA 0 5
"8815" 894805 5 -0.471 0.543 8948 16 0 5
"8816" 894901 1 -1.816 0.543 8949 NA 0 3
"8817" 894902 2 -3.191 0.646 8949 15 0 3
"8818" 894903 3 -1.83 0.573 8949 18 0 3
"8819" 895101 NA NA NA 8951 NA 0 2
"8820" 895102 NA NA NA 8951 NA 0 2
"8821" 895301 1 0.256 0.543 8953 21 0 3
"8822" 895302 2 -1.112 0.543 8953 16 0 3
"8823" 895303 3 -0.072 0.573 8953 NA 0 3
"8824" 895501 1 0.016 0.543 8955 13 0 2
"8825" 895502 2 -2.544 0.543 8955 16 0 2
"8826" 895601 NA NA NA 8956 NA 0 2
"8827" 895602 NA NA NA 8956 NA 0 2
"8828" 896001 1 1.09 0.543 8960 14 0 2
"8829" 896002 2 -0.914 0.543 8960 14 0 2
"8830" 896101 NA NA NA 8961 NA 0 2
"8831" 896102 NA NA NA 8961 NA 0 2
"8832" 896201 1 -0.62 0.543 8962 13.5 0 3
"8833" 896202 2 -0.685 0.543 8962 15 1 3
"8834" 896203 3 -0.267 0.543 8962 NA 1 3
"8835" 896501 1 -1.293 0.543 8965 16 1 2
"8836" 896502 2 -0.585 0.573 8965 NA 0 2
"8837" 896601 1 0.947 0.543 8966 NA 0 2
"8838" 896602 2 -0.787 0.587 8966 NA 0 2
"8839" 896701 1 -1.914 0.543 8967 15 0 6
"8840" 896702 2 -2.371 0.543 8967 18 0 6
"8841" 896703 NA NA NA 8967 NA 0 6
"8842" 896704 NA NA NA 8967 NA 0 6
"8843" 896705 NA NA NA 8967 16 0 6
"8844" 896706 6 -1.32 0.543 8967 15 0 6
"8845" 896901 NA NA NA 8969 21 0 5
"8846" 896902 NA NA NA 8969 NA 0 5
"8847" 896903 NA NA NA 8969 18 0 5
"8848" 896904 4 -3.453 0.646 8969 NA 0 5
"8849" 896905 NA NA NA 8969 NA 0 5
"8850" 897001 1 0.206 0.543 8970 20 0 1
"8851" 897401 1 2.78 0.573 8974 14 1 4
"8852" 897402 2 1.279 0.543 8974 16 1 4
"8853" 897403 3 0.967 0.573 8974 NA 1 4
"8854" 897404 4 0.747 0.573 8974 NA 0 4
"8855" 897701 1 0.168 0.555 8977 18.5 0 4
"8856" 897702 2 -1.521 0.543 8977 15.5 0 4
"8857" 897703 3 0.792 0.543 8977 NA 0 4
"8858" 897704 4 1.512 0.543 8977 NA 0 4
"8859" 898201 1 0.398 0.573 8982 15 1 1
"8860" 898501 1 0.281 0.543 8985 13 0 2
"8861" 898502 2 -0.852 0.543 8985 NA 0 2
"8862" 899601 1 -0.88 0.543 8996 18 0 3
"8863" 899602 2 0.17 0.543 8996 17 0 3
"8864" 899603 3 1.09 0.573 8996 17 1 3
"8865" 900001 NA NA NA 9000 NA 0 3
"8866" 900002 NA NA NA 9000 NA 0 3
"8867" 900003 NA NA NA 9000 NA 0 3
"8868" 900401 NA NA NA 9004 NA 0 2
"8869" 900402 NA NA NA 9004 NA 0 2
"8870" 901101 NA NA NA 9011 NA 0 3
"8871" 901102 NA NA NA 9011 NA 1 3
"8872" 901103 NA NA NA 9011 NA 0 3
"8873" 901201 1 -1.081 0.543 9012 13 0 1
"8874" 901801 1 -0.02 0.543 9018 13 0 1
"8875" 901901 1 0.126 0.543 9019 17 1 4
"8876" 901902 2 -0.916 0.543 9019 NA 0 4
"8877" 901903 3 1.029 0.543 9019 16 0 4
"8878" 901904 4 1.826 0.543 9019 12 0 4
"8879" 902101 NA NA NA 9021 17 0 1
"8880" 902301 1 -1.753 0.573 9023 NA 1 2
"8881" 902302 NA NA NA 9023 15 1 2
"8882" 902501 1 0.7 0.573 9025 NA 1 3
"8883" 902502 NA NA NA 9025 NA 1 3
"8884" 902503 NA NA NA 9025 NA 1 3
"8885" 902901 1 0.86 0.543 9029 13 0 1
"8886" 903301 1 0.002 0.543 9033 16 0 2
"8887" 903302 2 -1.303 0.543 9033 14 0 2
"8888" 903501 1 -2.262 0.543 9035 20 0 3
"8889" 903502 2 -3.431 0.543 9035 16 0 3
"8890" 903503 3 -2.904 0.543 9035 16 0 3
"8891" 903701 1 0.614 0.573 9037 16 1 3
"8892" 903702 2 0.294 0.543 9037 14 0 3
"8893" 903703 3 -1.162 0.543 9037 12 0 3
"8894" 903801 1 -0.383 0.543 9038 15 0 2
"8895" 903802 2 -1.543 0.543 9038 16 0 2
"8896" 904001 1 -1.046 0.543 9040 NA 1 3
"8897" 904002 2 0.805 0.543 9040 15 1 3
"8898" 904003 3 -0.65 0.573 9040 NA 0 3
"8899" 904101 NA NA NA 9041 NA 0 3
"8900" 904102 NA NA NA 9041 NA 0 3
"8901" 904103 NA NA NA 9041 NA 0 3
"8902" 904501 1 -1.531 0.543 9045 15 0 3
"8903" 904502 2 0.973 0.543 9045 18 0 3
"8904" 904503 3 0.322 0.543 9045 NA 0 3
"8905" 904601 1 -0.654 0.543 9046 14.5 0 1
"8906" 904801 NA NA NA 9048 25 0 6
"8907" 904802 2 -1.177 0.543 9048 17 0 6
"8908" 904803 3 -2.178 0.573 9048 14 0 6
"8909" 904804 4 -3.004 0.543 9048 16 0 6
"8910" 904805 5 -2.786 0.573 9048 15 0 6
"8911" 904806 6 -2.397 0.543 9048 17 0 6
"8912" 905001 1 -2.147 0.543 9050 12 1 3
"8913" 905002 2 -1.728 0.543 9050 14 0 3
"8914" 905003 3 -1.359 0.543 9050 16 0 3
"8915" 905301 1 -0.776 0.543 9053 15.5 0 1
"8916" 905701 1 -1.109 0.543 9057 18 0 4
"8917" 905702 2 -0.377 0.543 9057 13 0 4
"8918" 905703 3 -0.781 0.543 9057 15 0 4
"8919" 905704 4 -1.513 0.543 9057 16 0 4
"8920" 906001 NA NA NA 9060 15.5 0 5
"8921" 906002 NA NA NA 9060 15 0 5
"8922" 906003 NA NA NA 9060 NA 0 5
"8923" 906004 4 0.948 1.402 9060 15 0 5
"8924" 906005 5 -3.287 0.543 9060 NA 0 5
"8925" 906301 1 -0.376 0.543 9063 12.5 0 2
"8926" 906302 2 -0.285 0.543 9063 17.5 0 2
"8927" 906401 1 -1.184 0.543 9064 15.5 0 4
"8928" 906402 2 1.297 0.543 9064 21 0 4
"8929" 906403 3 -0.186 0.543 9064 15 1 4
"8930" 906404 4 -1.751 0.543 9064 15 0 4
"8931" 906501 1 0.552 0.543 9065 16 0 2
"8932" 906502 2 1.018 0.573 9065 14 0 2
"8933" 906701 NA NA NA 9067 NA 0 3
"8934" 906702 2 0.995 0.543 9067 18 0 3
"8935" 906703 3 0.144 0.543 9067 NA 0 3
"8936" 907001 1 0.497 0.543 9070 16 0 3
"8937" 907002 2 -0.546 0.543 9070 NA 0 3
"8938" 907003 3 0.742 0.543 9070 16 0 3
"8939" 907401 1 -0.304 0.543 9074 15.5 0 3
"8940" 907402 2 -2.962 0.543 9074 13.5 0 3
"8941" 907403 3 -2.384 0.543 9074 NA 0 3
"8942" 908001 1 -1.687 0.543 9080 17 0 3
"8943" 908002 2 -1.4 0.543 9080 14 0 3
"8944" 908003 3 -0.585 0.543 9080 12.5 0 3
"8945" 908101 1 0.225 0.543 9081 16 0 3
"8946" 908102 2 -1.005 0.543 9081 14 0 3
"8947" 908103 3 -0.425 0.543 9081 15 0 3
"8948" 908401 NA NA NA 9084 NA 0 2
"8949" 908402 NA NA NA 9084 NA 0 2
"8950" 908601 1 0.134 0.543 9086 NA 0 2
"8951" 908602 NA NA NA 9086 NA 0 2
"8952" 908701 NA NA NA 9087 NA 1 1
"8953" 909201 1 2.021 0.543 9092 17 1 2
"8954" 909202 2 2.299 0.543 9092 17 1 2
"8955" 909501 1 -1.438 0.543 9095 17 0 1
"8956" 910001 1 -0.519 0.543 9100 18 0 3
"8957" 910002 2 1.16 0.543 9100 16 0 3
"8958" 910003 3 -0.199 0.543 9100 15 0 3
"8959" 910101 1 -2.664 0.543 9101 15.5 0 4
"8960" 910102 2 -2.155 0.543 9101 14 1 4
"8961" 910103 3 -0.882 0.543 9101 NA 0 4
"8962" 910104 4 -3.181 0.573 9101 NA 0 4
"8963" 910301 NA NA NA 9103 NA 0 3
"8964" 910302 NA NA NA 9103 NA 0 3
"8965" 910303 NA NA NA 9103 NA 0 3
"8966" 910401 1 1.142 0.573 9104 NA 0 4
"8967" 910402 NA NA NA 9104 NA 1 4
"8968" 910403 NA NA NA 9104 NA 0 4
"8969" 910404 NA NA NA 9104 NA 0 4
"8970" 910601 1 0.743 0.573 9106 NA 0 1
"8971" 910801 1 0.302 0.543 9108 15.5 0 3
"8972" 910802 2 -1.068 0.543 9108 15 1 3
"8973" 910803 3 -2.787 0.543 9108 17 0 3
"8974" 910901 1 -3.3 0.631 9109 NA 0 3
"8975" 910902 2 -0.357 0.543 9109 14 0 3
"8976" 910903 3 -0.304 0.573 9109 15 1 3
"8977" 911501 1 -1.39 0.573 9115 14 0 3
"8978" 911502 2 -1.838 0.543 9115 15 0 3
"8979" 911503 3 0.412 0.543 9115 17 0 3
"8980" 911701 1 1.213 0.543 9117 16 0 2
"8981" 911702 2 0.718 0.543 9117 15 0 2
"8982" 911801 NA NA NA 9118 NA 0 3
"8983" 911802 NA NA NA 9118 NA 0 3
"8984" 911803 NA NA NA 9118 NA 0 3
"8985" 911901 NA NA NA 9119 NA 0 1
"8986" 912201 1 -0.965 0.573 9122 NA 1 2
"8987" 912202 NA NA NA 9122 NA 0 2
"8988" 912401 1 -0.452 0.573 9124 NA 0 2
"8989" 912402 NA NA NA 9124 NA 0 2
"8990" 912901 NA NA NA 9129 NA 0 1
"8991" 913301 NA NA NA 9133 NA 0 2
"8992" 913302 NA NA NA 9133 NA 0 2
"8993" 913401 1 1.392 0.543 9134 NA 1 2
"8994" 913402 2 0.947 0.573 9134 18 0 2
"8995" 913501 NA NA NA 9135 NA 0 1
"8996" 914101 NA NA NA 9141 NA 1 2
"8997" 914102 NA NA NA 9141 NA 0 2
"8998" 914201 1 2.521 0.587 9142 NA 0 3
"8999" 914202 NA NA NA 9142 NA 0 3
"9000" 914203 NA NA NA 9142 NA 0 3
"9001" 914301 NA NA NA 9143 NA 0 2
"9002" 914302 NA NA NA 9143 NA 0 2
"9003" 914401 1 1.303 0.543 9144 18 0 3
"9004" 914402 2 2.037 0.543 9144 NA 0 3
"9005" 914403 3 -2.107 0.543 9144 NA 0 3
"9006" 914501 1 -0.636 0.573 9145 NA 0 4
"9007" 914502 NA NA NA 9145 NA 0 4
"9008" 914503 NA NA NA 9145 NA 0 4
"9009" 914504 NA NA NA 9145 NA 1 4
"9010" 914801 1 2.103 0.543 9148 NA 1 2
"9011" 914802 NA NA NA 9148 NA 0 2
"9012" 915701 1 -1.949 0.573 9157 15 0 3
"9013" 915702 2 -1.011 0.543 9157 16 1 3
"9014" 915703 3 -1.515 0.543 9157 NA 1 3
"9015" 915901 NA NA NA 9159 NA 0 1
"9016" 916701 NA NA NA 9167 NA 0 1
"9017" 916801 NA NA NA 9168 NA 0 1
"9018" 917101 1 2.055 0.543 9171 NA 0 3
"9019" 917102 NA NA NA 9171 NA 0 3
"9020" 917103 NA NA NA 9171 NA 1 3
"9021" 917201 1 -0.7 0.543 9172 NA 0 2
"9022" 917202 NA NA NA 9172 NA 0 2
"9023" 917301 1 0.162 0.587 9173 NA 0 3
"9024" 917302 NA NA NA 9173 NA 0 3
"9025" 917303 NA NA NA 9173 NA 0 3
"9026" 917401 1 1.304 0.555 9174 NA 0 1
"9027" 917801 NA NA NA 9178 NA 0 2
"9028" 917802 NA NA NA 9178 NA 0 2
"9029" 917901 NA NA NA 9179 NA 0 3
"9030" 917902 NA NA NA 9179 NA 0 3
"9031" 917903 NA NA NA 9179 NA 0 3
"9032" 918001 1 0.079 0.543 9180 17 0 5
"9033" 918002 2 -0.161 0.543 9180 13 0 5
"9034" 918003 3 -1.48 0.573 9180 16 0 5
"9035" 918004 NA NA NA 9180 18 0 5
"9036" 918005 NA NA NA 9180 NA 0 5
"9037" 918201 1 -0.481 0.543 9182 22 0 3
"9038" 918202 2 -0.203 0.543 9182 16 0 3
"9039" 918203 3 0.546 0.543 9182 18 0 3
"9040" 918301 1 1.154 0.543 9183 16 1 3
"9041" 918302 2 -0.623 0.543 9183 15 0 3
"9042" 918303 3 -1.483 0.543 9183 17 0 3
"9043" 918501 1 0.66 0.543 9185 NA 0 1
"9044" 919201 1 0.452 0.543 9192 17 1 2
"9045" 919202 2 -0.508 0.543 9192 14 0 2
"9046" 919301 1 -0.38 0.543 9193 NA 0 1
"9047" 919501 1 -0.396 0.543 9195 20 0 1
"9048" 919901 1 1.029 0.573 9199 NA 0 2
"9049" 919902 2 -0.516 0.543 9199 NA 0 2
"9050" 920101 1 -0.732 0.543 9201 17.5 1 2
"9051" 920102 2 0.43 0.543 9201 17 0 2
"9052" 920201 NA NA NA 9202 NA 0 1
"9053" 920501 1 -1.43 0.543 9205 16 0 3
"9054" 920502 2 -4.972 0.543 9205 NA 1 3
"9055" 920503 3 -0.09 0.543 9205 NA 0 3
"9056" 920601 1 -3.03 0.543 9206 14 0 2
"9057" 920602 2 -1.625 0.543 9206 14 0 2
"9058" 920801 NA NA NA 9208 NA 0 1
"9059" 921401 1 -1.774 0.543 9214 15 0 4
"9060" 921402 2 0.281 0.543 9214 16 1 4
"9061" 921403 3 -0.571 0.543 9214 NA 1 4
"9062" 921404 4 -1.159 0.543 9214 14 1 4
"9063" 921901 NA NA NA 9219 NA 0 1
"9064" 922001 NA NA NA 9220 16.5 0 2
"9065" 922002 2 0.962 0.543 9220 20 0 2
"9066" 922101 NA NA NA 9221 19 0 1
"9067" 922301 1 1.503 0.543 9223 20 0 2
"9068" 922302 2 2.107 0.543 9223 NA 0 2
"9069" 922701 NA NA NA 9227 NA 0 1
"9070" 922801 1 0.517 0.543 9228 NA 0 2
"9071" 922802 NA NA NA 9228 NA 1 2
"9072" 922901 1 1.463 0.543 9229 16 0 3
"9073" 922902 2 0.234 0.543 9229 NA 0 3
"9074" 922903 3 0.803 0.543 9229 NA 0 3
"9075" 923101 NA NA NA 9231 NA 0 2
"9076" 923102 NA NA NA 9231 NA 0 2
"9077" 923301 1 -1.704 0.543 9233 15 0 3
"9078" 923302 2 -1.464 0.543 9233 12 0 3
"9079" 923303 3 -1.527 0.543 9233 12 1 3
"9080" 923401 1 -1.495 0.573 9234 17 0 2
"9081" 923402 2 -0.384 0.543 9234 13 0 2
"9082" 923601 NA NA NA 9236 NA 0 1
"9083" 923801 NA NA NA 9238 NA 0 2
"9084" 923802 NA NA NA 9238 NA 0 2
"9085" 923901 NA NA NA 9239 NA 0 2
"9086" 923902 NA NA NA 9239 NA 0 2
"9087" 924301 NA NA NA 9243 NA 0 1
"9088" 924401 1 1.329 0.543 9244 NA 0 2
"9089" 924402 NA NA NA 9244 NA 0 2
"9090" 924601 NA NA NA 9246 NA 0 2
"9091" 924602 NA NA NA 9246 NA 0 2
"9092" 924801 NA NA NA 9248 NA 1 2
"9093" 924802 NA NA NA 9248 NA 0 2
"9094" 924901 NA NA NA 9249 NA 0 1
"9095" 925201 1 -0.003 0.587 9252 NA 0 2
"9096" 925202 NA NA NA 9252 NA 0 2
"9097" 925501 1 2.414 0.543 9255 15 0 4
"9098" 925502 2 0.969 0.543 9255 12.5 0 4
"9099" 925503 3 -0.142 0.543 9255 14 0 4
"9100" 925504 4 -0.59 0.543 9255 13 0 4
"9101" 925601 1 0.43 0.543 9256 NA 0 2
"9102" 925602 2 -0.787 0.543 9256 NA 0 2
"9103" 925701 1 -3.468 0.543 9257 19 0 3
"9104" 925702 2 -0.395 0.573 9257 16 0 3
"9105" 925703 NA NA NA 9257 NA 0 3
"9106" 925901 1 0.286 0.543 9259 NA 0 2
"9107" 925902 2 -2.132 0.543 9259 20 0 2
"9108" 926001 1 -0.454 0.543 9260 14 0 2
"9109" 926002 2 0.264 0.555 9260 NA 1 2
"9110" 926101 1 -2.174 0.543 9261 13.5 1 2
"9111" 926102 2 -2.299 0.543 9261 NA 0 2
"9112" 926201 NA NA NA 9262 17 0 1
"9113" 926401 NA NA NA 9264 NA 0 3
"9114" 926402 2 -0.913 0.543 9264 18 0 3
"9115" 926403 3 1.185 0.543 9264 22 0 3
"9116" 926801 NA NA NA 9268 16 0 2
"9117" 926802 NA NA NA 9268 NA 0 2
"9118" 927201 1 -1.561 0.543 9272 NA 0 3
"9119" 927202 2 -0.759 0.543 9272 14.5 0 3
"9120" 927203 3 -2.14 1.402 9272 NA 0 3
"9121" 927301 1 -2.947 0.543 9273 21 0 4
"9122" 927302 2 -1.404 0.543 9273 NA 0 4
"9123" 927303 3 -0.103 0.543 9273 NA 0 4
"9124" 927304 4 -2.726 0.573 9273 NA 0 4
"9125" 927401 NA NA NA 9274 NA 0 3
"9126" 927402 2 0.495 0.543 9274 17 0 3
"9127" 927403 3 -0.532 0.543 9274 18 1 3
"9128" 927501 NA NA NA 9275 12.5 0 4
"9129" 927502 2 -1.455 0.543 9275 NA 0 4
"9130" 927503 3 -0.931 0.573 9275 NA 1 4
"9131" 927504 4 0.618 0.543 9275 12 0 4
"9132" 927701 1 -0.736 1.402 9277 13.5 0 3
"9133" 927702 2 0.643 0.543 9277 15.5 1 3
"9134" 927703 3 -1.229 0.543 9277 13 0 3
"9135" 927801 1 0.566 0.543 9278 NA 0 2
"9136" 927802 2 -2.396 0.543 9278 16 0 2
"9137" 928101 1 -0.137 0.543 9281 14 0 3
"9138" 928102 2 0.221 0.543 9281 14 0 3
"9139" 928103 NA NA NA 9281 NA 0 3
"9140" 928401 1 1.002 0.543 9284 17 0 4
